business_code,business_name,hierarchy_path,biz_large_name,biz_middle_name,biz_small_name,biz_sub_name,linked_ksic_codes,linked_ksic_names,definition,include_activities,exclude_activities,detail_description,representative_items,activity_terms,synonyms,ksic_version,has_haeseol
269501,레미콘 제조업,"제조업 > 비금속 광물제품 제조업 > 시멘트, 석회, 플라스터 및 그 제품 제조업 > 콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업 > 레미콘 제조업",제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",23322,레미콘 제조업,"시멘트와 모래, 자갈 등의 광물성 물질 혼합물에 물을 첨가하여 굳지 않은 상태로 구매자에게 공급하는 콘크리트용 비내화 혼합물을 제조 하는 산업활동을 말한다.",비내화 레미콘 제조,플라스터 혼합물 제조|비내화성 모르타르 제조,,비내화 레미콘,제조,,KSIC 11차 (2024),True
269502,플라스터 혼합제품 제조업,"제조업 > 비금속 광물제품 제조업 > 시멘트, 석회, 플라스터 및 그 제품 제조업 > 콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업 > 플라스터 혼합제품 제조업",제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",23323,플라스터 혼합제품 제조업,플라스터를 주재료로 제조한 혼합물 및 플라스터 제품을 제조하는 산 업활동을 말한다.,,섬유시멘트 제품 제조(23324～23329,,플라스터 혼합제품,제조,,KSIC 11차 (2024),True
269503,콘크리트 관 및 기타 구조용 콘크리트제품 제조업,"제조업 > 비금속 광물제품 제조업 > 시멘트, 석회, 플라스터 및 그 제품 제조업 > 콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업 > 콘크리트 관 및 기타 구조용 콘크리트제품 제조업",제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",23325,콘크리트 관 및 기타 구조용 콘크리트제품 제조업,"콘크리트를 재료로 관, 조립식 구조재, 건물 부착용 장치물 등 건축용 또는 토목용의 기타 콘크리트제품을 제조하는 산업활동을 말한다. 시 멘트, 석회, 플라스터 등에 셀룰로오스섬유, 유리섬유, 목질섬유 등 섬 유질을 혼합․응집․성형하여 만든 섬유시멘트제 유사 제품도 포함한 다.",콘크리트제 받침대 제조|콘크리트 인조목 제조|콘크리트 조립식 건축자재 제조,인조대리석 제품 제조,"관, 받침대, 빔",콘크리트제 받침대|콘크리트 인조목|콘크리트 조립식 건축자재,제조|조립|성형,,KSIC 11차 (2024),True
269504,인조대리석 제품 제조업,"제조업 > 비금속 광물제품 제조업 > 시멘트, 석회, 플라스터 및 그 제품 제조업 > 콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업 > 인조대리석 제품 제조업",제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",23326 | 23324,"인조대리석 제품 제조업 | 콘크리트 타일, 기와, 벽돌 및 블록 제조업","천연광물질을 주된 성분으로 아크릴수지, 폴리에스테르수지 등과 안 료, 안정제 등의 첨가물을 배합하여 각종 인조대리석 제품을 제조하 는 산업활동을 말한다.",인조대리석 주방 상판|식탁 테이블|세면대 등 유사 제품 제조,합성수지를 주된 원료로 하여 생산한 제품,,인조대리석 주방 상판|식탁 테이블|세면대 등 유사 제품,제조|정제,,KSIC 11차 (2024),True
269505,비내화 모르타르 제조업,"제조업 > 비금속 광물제품 제조업 > 시멘트, 석회, 플라스터 및 그 제품 제조업 > 콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업 > 비내화 모르타르 제조업",제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",23321,비내화 모르타르 제조업,"시멘트 또는 비광물성 접착제와 모래를 혼합한 후 물을 첨가하지 않 고, 포장하여 미장용 또는 콘크리트용으로 사용되는 혼합물을 제조하 는 산업활동을 말한다.",비내화 모르타르 제조|미장용 모르타르 제조|콘크리트용 비광물성 접착제 및 모래혼합물 제조,내화용 모르타르 제조,,비내화 모르타르|미장용 모르타르|콘크리트용 비광물성 접착제 및 모래혼합물,제조,,KSIC 11차 (2024),True
269506,그 외 기타 콘크리트 제품 및 유사 제품 제조업,"제조업 > 비금속 광물제품 제조업 > 시멘트, 석회, 플라스터 및 그 제품 제조업 > 콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업 > 그 외 기타 콘크리트 제품 및 유사 제품 제조업",제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",23329,그 외 기타 콘크리트 제품 및 유사 제품 제조업,"인공 어초, 조각상, 모형 및 형상, 가구, 화병, 화분 용기, 실험실 용품 등 장식용, 산업용, 가정용 등 각종 용도의 콘크리트제품 제조활동을 포함하며, 다른 항목에서 분류되지 않은 석회제품 제조도 포함한다. 시멘트, 석회, 플라스터 등에 셀룰로오스섬유, 유리섬유, 목질섬유 등 섬유질을 혼합․응집․성형하여 만든 섬유시멘트제 유사 제품도 포함 한다.",,,기타 건축용 섬유시멘트 제품,그 외 기타 콘크리트 제품 및 유사 제품,제조|성형,,KSIC 11차 (2024),True
269507,"콘크리트 타일, 기와, 벽돌 및 블록 제조업","제조업 > 비금속 광물제품 제조업 > 시멘트, 석회, 플라스터 및 그 제품 제조업 > 콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업 > 콘크리트 타일, 기와, 벽돌 및 블록 제조업",제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업","콘크리트를 재료로 토목용, 건축용, 방파제용 등으로 사용되는 벽돌, 조 블록, 덮개 및 깔판, 타일, 기와 및 관련 제품을 생산하는 산업활동을 업 말한다. 시멘트, 석회, 플라스터 등에 셀룰로오스 섬유, 유리 섬유, 목 질 섬유 등 섬유질을 혼합․응집․성형하여 만든 섬유시멘트제 유사 제품도 포함한다.","콘크리트 타일, 기와, 벽돌, 블록 제조",인조대리석 제품 제조,섬유 시멘트,"콘크리트 타일, 기와, 벽돌, 블록",제조|생산|성형,,KSIC 11차 (2024),True
269508,인조대리석 제품 제조업,"제조업 > 비금속 광물제품 제조업 > 시멘트, 석회, 플라스터 및 그 제품 제조업 > 콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업 > 인조대리석 제품 제조업",제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",23326 | 23325,인조대리석 제품 제조업 | 콘크리트 관 및 기타 구조용 콘크리트제품 제조업,"천연광물질을 주된 성분으로 아크릴수지, 폴리에스테르수지 등과 안 료, 안정제 등의 첨가물을 배합하여 각종 인조대리석 제품을 제조하 는 산업활동을 말한다.",인조대리석 주방 상판|식탁 테이블|세면대 등 유사 제품 제조,합성수지를 주된 원료로 하여 생산한 제품,,인조대리석 주방 상판|식탁 테이블|세면대 등 유사 제품,제조|정제,,KSIC 11차 (2024),True
269509,그 외 기타 콘크리트 제품 및 유사 제품 제조업,"제조업 > 비금속 광물제품 제조업 > 시멘트, 석회, 플라스터 및 그 제품 제조업 > 콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업 > 그 외 기타 콘크리트 제품 및 유사 제품 제조업",제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",23329,그 외 기타 콘크리트 제품 및 유사 제품 제조업,"인공 어초, 조각상, 모형 및 형상, 가구, 화병, 화분 용기, 실험실 용품 등 장식용, 산업용, 가정용 등 각종 용도의 콘크리트제품 제조활동을 포함하며, 다른 항목에서 분류되지 않은 석회제품 제조도 포함한다. 시멘트, 석회, 플라스터 등에 셀룰로오스섬유, 유리섬유, 목질섬유 등 섬유질을 혼합․응집․성형하여 만든 섬유시멘트제 유사 제품도 포함 한다.",,,,그 외 기타 콘크리트 제품 및 유사 제품,제조|성형,,KSIC 11차 (2024),True
269601,건설용 석제품 제조업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 석제품 제조업 > 건설용 석제품 제조업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,석제품 제조업,23911,건설용 석제품 제조업,"천연 석재 및 응집한 천연 슬레이트(점판암)를 절단․성형 가공하여 기념비용, 건축용 등 건설용 석제품을 제조하는 산업활동을 말한다.",건설용 석재 가공품 제조|건설용 천연 응결 슬레이트제품 제조|건설용 석재 착색|벽면 부착용 대리석 제조|도로 경계석 제조|바닥용 대리석 제조|묘지석 제조|스톤 네트 제조,,,건설용 석재 가공품|건설용 천연 응결 슬레이트제품|건설용 석재 착색|벽면 부착용 대리석|도로 경계석|바닥용 대리석|묘지석|스톤 네트,제조|가공|성형|건설,,KSIC 11차 (2024),True
269603,기타 석제품 제조업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 석제품 제조업 > 기타 석제품 제조업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,석제품 제조업,23919,기타 석제품 제조업,천연 석재 및 응집한 천연 슬레이트(점판암)를 절단․성형 가공하여 건설용 이외의 석제품을 제조하는 산업활동을 말한다.,건설용 이외의 석제품 착색|장식용 석재 가공품 제조,,,건설용 이외의 석제품 착색|장식용 석재 가공품,제조|가공|성형|건설,,KSIC 11차 (2024),True
269901,암면 및 유사 제품 제조업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 그 외 기타 비금속 광물제품 제조업 > 암면 및 유사 제품 제조업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,23994,암면 및 유사 제품 제조업,"인공 무기섬유인 암면(록울(rock wool), 슬래그울(slag wool) 등) 및 유사 광물면(석면 제외), 팽창 점토 및 유사 광물제품, 탄산마그네슘 등을 가공하여 광물질의 절연․단열․방음재와 블록, 벽돌, 타일, 튜 브, 코드 등의 광물제품을 제조하는 산업활동을 포함한다.",팽창 펄라이트(perlite) 제조|내화 피복재 제조|세라믹 파이버 제조|암면(록울) 제조|박리한 질석 제조,유리솜 및 그 제품제조|석면 및 관련제품 제조,,팽창 펄라이트(perlite)|내화 피복재|세라믹 파이버|암면(록울)|박리한 질석,제조|가공,,KSIC 11차 (2024),True
269902,연마재 제조업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 그 외 기타 비금속 광물제품 제조업 > 연마재 제조업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,23992,연마재 제조업,"천연석, 응집된 천연 연마재 및 인공 연마재로 각종용의 연마석, 연마 휠 및 유사 연마재를 제조하는 산업활동과 종이, 직물, 실 및 기타 재 료에 천연 또는 인조 연마재용 분말을 접착제로 접착시켜 연마포, 연 업 마지, 연마사 및 유사 제품을 제조하는 산업활동을 말한다.",연마용 수지석(手砥石) 제조|동력기계용 연마석 제조,,,연마용 수지석(手砥石)|동력기계용 연마석,제조,,KSIC 11차 (2024),True
269903,아스팔트 콘크리트 및 혼합제품 제조업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 그 외 기타 비금속 광물제품 제조업 > 아스팔트 콘크리트 및 혼합제품 제조업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,23991,아스팔트 콘크리트 및 혼합제품 제조업,"아스팔트, 콜타르 피치, 석유 역청 등을 주요 재료로 시멘트, 플라스 터, 석분, 활석, 섬유류, 수지류 등의 충전물을 혼합하여 굳지 않은 아 스팔트 콘크리트(아스콘), 매스틱 등의 아스팔트 혼합제품 및 유사 제 품을 생산하는 산업활동을 말한다. 역청 물질 혼합제품 중 재용융하 여 사용하는 각종 응결제품(블록 등)을 제조하는 경우도 포함한다.",아스팔트 콘크리트(아스콘) 제조|역청 물질 혼합 블록제품 제조|아스팔트 매스틱 제조,,,아스팔트 콘크리트(아스콘)|역청 물질 혼합 블록제품|아스팔트 매스틱,제조|생산,,KSIC 11차 (2024),True
269904,비금속광물 분쇄물 생산업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 그 외 기타 비금속 광물제품 제조업 > 비금속광물 분쇄물 생산업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,23993,비금속광물 분쇄물 생산업,"채굴 및 채취활동과 연관되지 않은 중정석, 석고, 활석, 석영, 천연 보 석 등 특정 산업용 비금속 광물(연료 광물 제외)을 파쇄․분쇄․마쇄 하여 분말 및 기타 분쇄물을 생산하는 산업활동을 말한다.","비금속 광물 분쇄물 생산|활석, 석영, 천연 보석 분쇄",농업용 광물슬래그 가공품 제조|건축 폐기물 처리활동,,"비금속 광물 분쇄물|활석, 석영, 천연 보석 분쇄",채취|채굴|생산,,KSIC 11차 (2024),True
269905,탄소섬유 제조업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 그 외 기타 비금속 광물제품 제조업 > 탄소섬유 제조업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,23995,탄소섬유 제조업,"아크릴로나이트릴, 레이온, 콜타르 피치 등을 재료로 열처리, 탄화, 결 정화 등을 거쳐 탄소섬유사 및 관련 탄소섬유 반제품을 제조하는 산 업활동을 말한다.",탄소섬유(CF: cabon fiber) 제조|레이온계 활성 탄소섬유 제조,탄소섬유 직물 제조,,탄소섬유(CF: cabon fiber)|레이온계 활성 탄소섬유,제조,,KSIC 11차 (2024),True
269906,그 외 기타 분류 안된 비금속 광물제품 제조업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 그 외 기타 비금속 광물제품 제조업 > 그 외 기타 분류 안된 비금속 광물제품 제조업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,23999,그 외 기타 분류 안된 비금속 광물제품 제조업,"인공 경량 골재, 아스팔트 성형제품, 인조 커런덤(강옥), 가공 운모 및 운모제품, 현무암을 용해하여 성형한 제품 등 기타 비금속 광물제품 을 제조하는 산업활동을 말한다. 인조 흑연, 콜로이드 흑연을 제조하 거나 반제품 상태 및 기타 비전기용 흑연 또는 탄소제품을 제조하는 산업활동을 포함한다.",건설용 아스팔트 성형제품 제조|지붕용 아스팔트 성형제품 제조|아스팔트 바닥 타일 제조|인조 커런덤(강옥)제조|현무암 용해 성형제품 제조|인공 경량 골재 제조|흙벽돌 및 블록 제조(굽지 않은)|콜로이드 흑연 제조|흑연 조제품 제조(비전기용)|탄소물 조제품 제조(비전기용),전기용 탄소 또는 흑연제품 제조|흑연도자기 제조|역청물 도포지 제조|타르물 도포 목재 생산|탄소섬유 제조,석면,건설용 아스팔트 성형제품|지붕용 아스팔트 성형제품|아스팔트 바닥 타일|인조 커런덤(강옥)|현무암 용해 성형제품|인공 경량 골재|흙벽돌 및 블록 제조(굽지 않은)|콜로이드 흑연|흑연 조제품 제조(비전기용)|탄소물 조제품 제조(비전기용),제조|가공|성형|건설,,KSIC 11차 (2024),True
269907,연마재 제조업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 그 외 기타 비금속 광물제품 제조업 > 연마재 제조업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,23992,연마재 제조업,"천연석, 응집된 천연 연마재 및 인공 연마재로 각종용의 연마석, 연마 휠 및 유사 연마재를 제조하는 산업활동과 종이, 직물, 실 및 기타 재 료에 천연 또는 인조 연마재용 분말을 접착제로 접착시켜 연마포, 연 업 마지, 연마사 및 유사 제품을 제조하는 산업활동을 말한다.",연마용 수지석(手砥石) 제조|동력기계용 연마석 제조,,연마지,연마용 수지석(手砥石)|동력기계용 연마석,제조,,KSIC 11차 (2024),True
269908,그 외 기타 분류 안된 비금속 광물제품 제조업,제조업 > 비금속 광물제품 제조업 > 기타 비금속 광물제품 제조업 > 그 외 기타 비금속 광물제품 제조업 > 그 외 기타 분류 안된 비금속 광물제품 제조업,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,23999,그 외 기타 분류 안된 비금속 광물제품 제조업,"인공 경량 골재, 아스팔트 성형제품, 인조 커런덤(강옥), 가공 운모 및 운모제품, 현무암을 용해하여 성형한 제품 등 기타 비금속 광물제품 을 제조하는 산업활동을 말한다. 인조 흑연, 콜로이드 흑연을 제조하 거나 반제품 상태 및 기타 비전기용 흑연 또는 탄소제품을 제조하는 산업활동을 포함한다.",건설용 아스팔트 성형제품 제조|지붕용 아스팔트 성형제품 제조|아스팔트 바닥 타일 제조|인조 커런덤(강옥)제조|현무암 용해 성형제품 제조|인공 경량 골재 제조|흙벽돌 및 블록 제조(굽지 않은)|콜로이드 흑연 제조|흑연 조제품 제조(비전기용)|탄소물 조제품 제조(비전기용),전기용 탄소 또는 흑연제품 제조|흑연도자기 제조|역청물 도포지 제조|타르물 도포 목재 생산|탄소섬유 제조,,건설용 아스팔트 성형제품|지붕용 아스팔트 성형제품|아스팔트 바닥 타일|인조 커런덤(강옥)|현무암 용해 성형제품|인공 경량 골재|흙벽돌 및 블록 제조(굽지 않은)|콜로이드 흑연|흑연 조제품 제조(비전기용)|탄소물 조제품 제조(비전기용),제조|가공|성형|건설,,KSIC 11차 (2024),True
271101,제철업,"제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 제철, 제강 및 합금철 제조업 > 제철업",제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",24111,제철업,"철광석, 코크스 원료탄 등으로 선철, 주철, 경철 등의 철을 생산하는 산업활동을 말한다. 제철활동과 결합되어 운영되는 합금철, 제강, 압 연활동을 별도로 파악할 수 없을 경우에는 여기에 포함한다.","선철, 주철과 경철 제조",,,"선철, 주철과 경철",제조|생산,,KSIC 11차 (2024),True
271102,제강업,"제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 제철, 제강 및 합금철 제조업 > 제강업",제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",24112,제강업,"선철, 고철을 처리하여 강괴, 퍼들바(puddle bar), 파일링(piling), 슬래 브, 블룸, 빌릿 등과 같은 1차 형재 또는 반제품 상태의 철강 재료를 제조하는 산업활동을 말한다.",강 1차 형재 제조|강 반제품 제조,"순철, 해면철, 철강 분말 제조",,강 1차 형재|강 반제품,제조,,KSIC 11차 (2024),True
271103,합금철 제조업,"제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 제철, 제강 및 합금철 제조업 > 합금철 제조업",제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",24113,합금철 제조업,합금철을 제조하는 산업활동을 말한다.,망가니즈 합금철(망가니즈철) 제조|텅스텐 합금철 제조|크롬 합금철 제조|니켈 합금철 제조|실리콘 합금철 제조|바나듐 합금철 제조|바이메탈용 합금철 제조,,,망가니즈 합금철(망가니즈철)|텅스텐 합금철|크롬 합금철|니켈 합금철|실리콘 합금철|바나듐 합금철|바이메탈용 합금철,제조,,KSIC 11차 (2024),True
271104,기타 제철 및 제강업,"제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 제철, 제강 및 합금철 제조업 > 기타 제철 및 제강업",제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",24119,기타 제철 및 제강업,"순철, 분말야금용 철강 분말 등을 제조하는 산업활동을 말한다.",해면철 제조|철강 분말 제조|분말야금용 등 철강 분말 제조,,,해면철|철강 분말|분말야금용 등 철강 분말,제조,,KSIC 11차 (2024),True
271201,그 외 기타 1차 철강 제조업,제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 기타 1차 철강 제조업 > 그 외 기타 1차 철강 제조업,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,24199,그 외 기타 1차 철강 제조업,,,,"단공 강재, 용접 형강",그 외 기타 1차 철강,제조,,KSIC 11차 (2024),False
271202,주철관 제조업,제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 철강관 제조업 > 주철관 제조업,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,24131,주철관 제조업,"주형, 주조 또는 원심 분리 등의 방법에 의하여 주철관, 중공 파일 및 관련 연결구류를 제조하는 산업활동을 말한다.",주철 중공 프로파일 제조|주철관 연결구류 제조,,,주철 중공 프로파일|주철관 연결구류,제조|주조,,KSIC 11차 (2024),True
271204,열간 압연 및 압출제품 제조업,"제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 철강 압연, 압출 및 연신제품 제조업 > 열간 압연 및 압출제품 제조업",제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",24121,열간 압연 및 압출제품 제조업,"철강재를 열간 압연․압출 및 인발하여 판, 로드(rod), 바(bar), 형강, 궤조, 선재 등 1차 형태의 압연 강재(철강선 및 강관 제외)를 생산하 는 산업 활동을 말한다.","철강 열간 압연 제품 제조|열간 스테인레스강 평판 제조|열간 합금강 평판 제조|열간 철강 봉 제조|열간 철강 형강 제조|열간 압연, 압출 및 인발 철강 제조",철강선 제조,,"철강 열간 압연 제품|열간 스테인레스강 평판|열간 합금강 평판|열간 철강 봉|열간 철강 형강|열간 압연, 압출 및 인발 철강",제조|생산,,KSIC 11차 (2024),True
271205,냉간 압연 및 압출 제품 제조업,"제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 철강 압연, 압출 및 연신제품 제조업 > 냉간 압연 및 압출 제품 제조업",제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",24122,냉간 압연 및 압출 제품 제조업,열간 압연 강재를 냉간 압연․압출 및 인발하여 1차 형태의 냉간 압 연 강재를 생산하는 산업활동을 말한다.,"냉간 압연, 압출 및 인발제품 제조",철강선 제조,,"냉간 압연, 압출 및 인발제품",제조|생산,,KSIC 11차 (2024),True
271206,철강선 제조업,"제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 철강 압연, 압출 및 연신제품 제조업 > 철강선 제조업",제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",24123,철강선 제조업,"선재, 봉, 바 등의 1차 강재를 연신하여 철강선을 제조하는 산업활동 을 말한다.",철 및 비합금강 선 제조|스테인레스강 선 제조|합금강 선 제조|철강선 제조,비절연 철선제품 및 철강선 가공품 제조|구입한 철강선을 절단하여 1차 철강재 제조,,철 및 비합금강 선|스테인레스강 선|합금강 선|철강선,제조,,KSIC 11차 (2024),True
271207,강관 제조업,제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 철강관 제조업 > 강관 제조업,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,24132,강관 제조업,"강재를 단조, 인발, 압출, 용접 및 기타 가공하여 무계목 강관, 단접 강관, 용접 강관, 튜브 등을 제조하는 산업활동을 말한다.",단접 철강관 제조|압출 철강관 제조|강관 제조|철강 튜브 제조,주철관 제조,,단접 철강관|압출 철강관|강관|철강 튜브,제조|가공|단조,,KSIC 11차 (2024),True
271208,강관 가공품 및 관 연결구류 제조업,제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 철강관 제조업 > 강관 가공품 및 관 연결구류 제조업,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,24133,강관 가공품 및 관 연결구류 제조업,"구입한 강관을 절단, 절곡, 나사골 내기 등으로 가공하여 강관 연결구 류를 제조하거나 인발 강관 또는 중고 강관을 재생 인발한 강관을 제 조하는 산업활동을 포함한다.",철강관 연결구류 제조|중고 철강관 재생 인발제품 제조,주철제 연결구류 제조,,철강관 연결구류|중고 철강관 재생 인발제품,제조|가공,,KSIC 11차 (2024),True
271901,"도금, 착색 및 기타 표면 처리 강재 제조업","제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 기타 1차 철강 제조업 > 도금, 착색 및 기타 표면 처리 강재 제조업",제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,24191,"도금, 착색 및 기타 표면 처리 강재 제조업","구입한 철강재를 도금, 착색 및 기타 표면 처리하여 특정형의 1차 또 는 중간재 상태의 철강재를 제조하는 산업활동을 말한다. 철강재 성 형가공 과정에 결합되어 표면 가공활동을 수행할 경우에는 그 성형가 공 활동에 따라 분류한다.","열처리 강재 생산|주름처리 강재 생산|도금, 도장 및 피복 철강재 제조",단조 금속제품 제조,,"열처리 강재|주름처리 강재|도금, 도장 및 피복 철강재",제조|생산|가공|성형,,KSIC 11차 (2024),True
271902,그 외 기타 1차 철강 제조업,제조업 > 1차 금속 제조업 > 1차 철강 제조업 > 기타 1차 철강 제조업 > 그 외 기타 1차 철강 제조업,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,24199,그 외 기타 1차 철강 제조업,,,,절단 철강재,그 외 기타 1차 철강,제조,,KSIC 11차 (2024),False
272100,"기타 비철금속 제련, 정련 및 합금 제조업","제조업 > 1차 금속 제조업 > 1차 비철금속 제조업 > 비철금속 제련, 정련 및 합금 제조업 > 기타 비철금속 제련, 정련 및 합금 제조업",제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업",24219,"기타 비철금속 제련, 정련 및 합금 제조업","금, 은, 백금 등의 귀금속, 주석, 니켈, 안티몬, 수은, 망가니즈, 크롬, 텅스텐, 몰리브덴, 마그네사이트, 지르코늄 등의 비철금속 광석 또는 괴(덩어리) 및 스크랩을 처리하여 제련 및 정련하거나 이들의 합금을 제조하는 산업활동을 말한다.","금, 은 등의 귀금속 및 주석의 1|2차 제련 및 정련, 합금 제조|니켈, 안티모니, 수은, 망가니즈 1|몰리브덴, 마그네사이트 1|우라늄 제련 및 정련",,"기타 비철금속 제1차 제련, 정련","금, 은 등의 귀금속 및 주석의 1|2차 제련 및 정련, 합금|니켈, 안티모니, 수은, 망가니즈 1|몰리브덴, 마그네사이트 1|우라늄 제련 및 정련",제조|제련,,KSIC 11차 (2024),True
272101,"동 제련, 정련 및 합금 제조업","제조업 > 1차 금속 제조업 > 1차 비철금속 제조업 > 비철금속 제련, 정련 및 합금 제조업 > 동 제련, 정련 및 합금 제조업",제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업",24211,"동 제련, 정련 및 합금 제조업","동 광석 또는 괴(덩어리) 및 스크랩 등을 제련, 정련 및 재생하는 산 업활동을 말한다. 동합금 제조활동도 포함한다.",동 1차 및 2차 제련|동 1차 및 2차 정련|동합금 제조,,"동 1차 제련, 정련",동 1차 및 2차 제련|동 1차 및 2차 정련|동합금,제조|제련,,KSIC 11차 (2024),True
