,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"업종코드-11차 표준산업분류 연계표
 ※ 귀속 업종코드 ""중분류 94. (인적용역)"" 에 연계된 표준산업분류는 세세분류 코드 끝에 '+'로 표시함
    예) 업종코드 809007 과 연계된 표준산업분류 85622  →미술학원(사업체) 
               업종코드 940925  와 연계된 표준산업분류 85622+  →미술학원 강사(직업)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,일련번호,,,,,,,,,,,,,,,,,,,,,,,,세부설명,,,
,,"2025년 귀속
업종코드",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,"표준산업
분류",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,메인,,,,
,38,101001,B,광업,10,비금속광물 광업; 연료용 제외,101,기타 비금속광물 광업,1010,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,1,07290,B,광업,07,비금속광물 광업; 연료용 제외,072,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,,토탄,,,
,39,131000,B,광업,13,금속 광업,131,철 광업,1310,철 광업,철 광업,1,06100,B,광업,06,금속 광업,061,철 광업,0610,철 광업,철 광업,2,1,,,,
,40,131003,B,광업,13,금속 광업,131,비철금속 광업,1310,비철금속 광업,비철금속 광업,1,06200,B,광업,06,금속 광업,062,비철금속 광업,0620,비철금속 광업,비철금속 광업,4,,"텅스텐, 몰리브덴",,,
,41,132002,B,광업,13,금속 광업,132,비철금속 광업,1320,비철금속 광업,비철금속 광업,1,06200,B,광업,06,금속 광업,062,비철금속 광업,0620,비철금속 광업,비철금속 광업,4,,기타 비철금속,,,
,42,132003,B,광업,13,금속 광업,132,비철금속 광업,1320,비철금속 광업,비철금속 광업,1,06200,B,광업,06,금속 광업,062,비철금속 광업,0620,비철금속 광업,비철금속 광업,4,1,"금ㆍ은 및 백금, 동광석",,,
,43,141001,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,1,07121,B,광업,07,비금속광물 광업; 연료용 제외,071,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,2,건설용 석재 채굴,,,
,44,141002,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,석회석 및 점토 광업,석회석 및 점토 광업,1,07110,B,광업,07,비금속광물 광업; 연료용 제외,071,토사석 광업,0711,석회석 및 점토 광업,석회석 및 점토 광업,2,1,,,,
,45,141003,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,1,07121,B,광업,07,비금속광물 광업; 연료용 제외,071,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,2,건설용 쇄석 생산,,,
,46,141004,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,1,07122,B,광업,07,비금속광물 광업; 연료용 제외,071,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,3,1,,,,
,47,141006,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,1,07122,B,광업,07,비금속광물 광업; 연료용 제외,071,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,3,,공업용 모래 채취,,,
,48,142101,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1421,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,1,07290,B,광업,07,비금속광물 광업; 연료용 제외,072,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,,"활석, 장석 및 규조토",,,
,49,142102,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1421,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,1,07210,B,광업,07,비금속광물 광업; 연료용 제외,072,기타 비금속광물 광업,0721,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,3,,납석,,,
,50,142104,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1421,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,1,07210,B,광업,07,비금속광물 광업; 연료용 제외,072,기타 비금속광물 광업,0721,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,3,1,,,,
,51,142200,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1422,천일염 생산 및 암염 채취업,천일염 생산 및 암염 채취업,1,07220,B,광업,07,비금속광물 광업; 연료용 제외,072,기타 비금속광물 광업,0722,천일염 생산 및 암염 채취업,천일염 생산 및 암염 채취업,1,,,,,
,52,142902,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1429,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,1,07290,B,광업,07,비금속광물 광업; 연료용 제외,072,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,1,,,,
,53,142909,B,광업,14,"석탄, 원유 및 천연가스 광업",142,원유 및 천연가스 채굴업,1429,원유 및 천연가스 채굴업,원유 및 천연가스 채굴업,1,05200,B,광업,05,"석탄, 원유 및 천연가스 광업",052,원유 및 천연가스 채굴업,0520,원유 및 천연가스 채굴업,원유 및 천연가스 채굴업,1,,,,,
,54,142910,B,광업,14,광업 지원 서비스업,142,광업 지원 서비스업,1429,광업 지원 서비스업,광업 지원 서비스업,1,08000,B,광업,08,광업 지원 서비스업,080,광업 지원 서비스업,0800,광업 지원 서비스업,광업 지원 서비스업,1,,,,,
,55,143101,B,광업,14,금속 광업,143,비철금속 광업,1431,비철금속 광업,비철금속 광업(조광권자),1,06200,B,광업,06,금속 광업,062,비철금속 광업,0620,비철금속 광업,비철금속 광업,4,,조광권자,,,
,56,143103,B,광업,14,금속 광업,143,철 광업,1431,철 광업,철 광업(조광권자),1,06100,B,광업,06,금속 광업,061,철 광업,0610,철 광업,철 광업,2,,조광권자,,,
,57,143106,B,광업,14,"석탄, 원유 및 천연가스 광업",143,석탄 광업,1431,석탄 광업,석탄 광업(조광권자),1,05100,B,광업,05,"석탄, 원유 및 천연가스 광업",051,석탄 광업,0510,석탄 광업,석탄 광업,2,,조광권자,,,
,58,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,토사석 광업,1431,석회석 및 점토 광업,석회석 및 점토 광업,5,07110,B,광업,07,비금속광물 광업; 연료용 제외,071,토사석 광업,0711,석회석 및 점토 광업,석회석 및 점토 광업,2,,조광권자,,,
,58,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,토사석 광업,1431,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,5,07121,B,광업,07,비금속광물 광업; 연료용 제외,071,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,,조광권자,,,
,58,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,토사석 광업,1431,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,5,07122,B,광업,07,비금속광물 광업; 연료용 제외,071,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,3,,조광권자,,,
,58,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,기타 비금속광물 광업,1431,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,5,07210,B,광업,07,비금속광물 광업; 연료용 제외,072,기타 비금속광물 광업,0721,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,3,,조광권자,,,
,58,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,기타 비금속광물 광업,1431,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,5,07290,B,광업,07,비금속광물 광업; 연료용 제외,072,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,,조광권자,,,
,59,143200,N,"사업시설 관리, 사업 지원 및 임대 서비스업",14,임대업; 부동산 제외,143,무형 재산권 임대업,1432,무형 재산권 임대업,무형 재산권 임대업,1,76400,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,764,무형 재산권 임대업,7640,무형 재산권 임대업,무형 재산권 임대업,3,,조광료,,,
,60,151101,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,도축업,육류 도축업(가금류 제외),1,10111,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1011,도축업,육류 도축업(가금류 제외),2,1,,,,
,61,151102,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,육류 가공 및 저장 처리업,가금류 가공 및 저장 처리업,1,10121,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업,가금류 가공 및 저장 처리업,2,1,,,,
,62,151103,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,도축업,가금류 도축업,1,10112,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1011,도축업,가금류 도축업,2,1,,,,
,63,151104,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,육류 가공 및 저장 처리업,육류 포장육 및 냉동육 가공업(가금류 제외),1,10122,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업,육류 포장육 및 냉동육 가공업(가금류 제외),2,1,,,,
,64,151105,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,육류 가공 및 저장 처리업,육류 기타 가공 및 저장 처리업(가금류 제외),1,10129,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업,육류 기타 가공 및 저장 처리업(가금류 제외),1,,,,,
,65,151200,C,제조업,15,식료품 제조업,151,수산물 가공 및 저장 처리업,1512,수산동물 가공 및 저장 처리업,수산동물 건조 및 염장품 제조업,1,10212,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,수산동물 건조 및 염장품 제조업,2,1,,,,
,66,151201,C,제조업,15,식료품 제조업,151,수산물 가공 및 저장 처리업,1512,수산동물 가공 및 저장 처리업,"수산동물 훈제, 조리 및 유사 조제식품 제조업",1,10211,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,"수산동물 훈제, 조리 및 유사 조제식품 제조업",1,,,,,
,67,151202,C,제조업,15,식료품 제조업,151,수산물 가공 및 저장 처리업,1512,수산동물 가공 및 저장 처리업,수산동물 냉동품 제조업,1,10213,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,수산동물 냉동품 제조업,2,1,,,,
,68,151203,C,제조업,15,식료품 제조업,151,수산물 가공 및 저장 처리업,1512,수산동물 가공 및 저장 처리업,기타 수산동물 가공 및 저장 처리업,1,10219,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,기타 수산동물 가공 및 저장 처리업,1,,,,,
,69,151301,C,제조업,15,식료품 제조업,151,"과실, 채소 가공 및 저장 처리업",1513,"과실, 채소 가공 및 저장 처리업",김치류 제조업,1,10301,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",김치류 제조업,1,,,,,
,70,151302,C,제조업,15,식료품 제조업,151,"과실, 채소 가공 및 저장 처리업",1513,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,1,10309,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,3,1,,,,
,71,151304,C,제조업,15,식료품 제조업,151,"과실, 채소 가공 및 저장 처리업",1513,"과실, 채소 가공 및 저장 처리업",과실 및 그 외 채소 절임식품 제조업,1,10302,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",과실 및 그 외 채소 절임식품 제조업,1,,,,,
,72,151400,C,제조업,15,식료품 제조업,151,동ㆍ식물성 유지 및 낙농제품 제조업,1514,동물성 및 식물성 유지 제조업,식물성 유지 제조업,1,10412,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1041,동물성 및 식물성 유지 제조업,식물성 유지 제조업,2,1,,,,
,73,151401,C,제조업,15,식료품 제조업,151,동ㆍ식물성 유지 및 낙농제품 제조업,1514,동물성 및 식물성 유지 제조업,동물성 유지 제조업,1,10411,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1041,동물성 및 식물성 유지 제조업,동물성 유지 제조업,2,1,,,,
,74,151402,C,제조업,15,식료품 제조업,151,동ㆍ식물성 유지 및 낙농제품 제조업,1514,동물성 및 식물성 유지 제조업,식용 정제유 및 가공유 제조업,1,10413,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1041,동물성 및 식물성 유지 제조업,식용 정제유 및 가공유 제조업,1,,,,,
,75,152001,C,제조업,15,식료품 제조업,152,동ㆍ식물성 유지 및 낙농제품 제조업,1520,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업(분유 및 조제분유),1,10421,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1042,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,2,,분유 및 조제분유,,,
,76,152002,C,제조업,15,식료품 제조업,152,동ㆍ식물성 유지 및 낙농제품 제조업,1520,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,1,10421,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1042,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,2,1,,,,
,77,152003,C,제조업,15,식료품 제조업,152,동ㆍ식물성 유지 및 낙농제품 제조업,1520,낙농제품 및 식용 빙과류 제조업,아이스크림 및 기타 식용 빙과류 제조업,1,10422,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1042,낙농제품 및 식용 빙과류 제조업,아이스크림 및 기타 식용 빙과류 제조업,1,,,,,
,78,153101,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,기타 곡물 가공품 제조업,1,10519,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,기타 곡물 가공품 제조업,2,1,,,,
,79,153102,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 도정업,1,10511,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,곡물 도정업,2,1,,,,
,80,153103,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 제분업,1,10512,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,곡물 제분업,3,1,,,,
,81,153104,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1531,동물용 사료 및 조제식품 제조업,반려동물용 사료 제조업,2,10901,C,제조업,10,식료품 제조업,109,동물용 사료 및 조제식품 제조업,1090,동물용 사료 및 조제식품 제조업,반려동물용 사료 제조업,3,,사료절단 분쇄,,,
,81,153104,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1531,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,2,10903,C,제조업,10,식료품 제조업,109,동물용 사료 및 조제식품 제조업,1090,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,2,,사료절단 분쇄,,,
,82,153105,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,전분제품 및 당류 제조업,전분제품 및 당류 제조업,1,10520,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1052,전분제품 및 당류 제조업,전분제품 및 당류 제조업,2,2,전분 및 전분제품,,,
,83,153106,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,10513,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,,,,,
,84,153107,C,제조업,15,식료품 제조업,153,도시락 및 식사용 조리식품 제조업,1531,도시락 및 식사용 조리식품 제조업,도시락류 제조업,1,10701,C,제조업,10,식료품 제조업,107,도시락 및 식사용 조리식품 제조업,1070,도시락 및 식사용 조리식품 제조업,도시락류 제조업,1,,,,,
