KSIC코드,업종명,레벨,정의,예시,제외
75110,고용 알선업,세세분류,"고용주 또는 고용 알선업체의 직원이 아닌 구직자를 대리하여 일자리 및 업 및 구직자 정보를 기초로 인력을 선발, 알선 및 배치하는 산업활동을 말한다. 서리",사무 인력 알선 / 제조업 노동 인력 알선 원 / 개인 및 가사 인력 알선 / 고급 인력 알선(헤드헌터) / 간호 인력 알선 / 직업소개소,
75121,임시 및 일용 인력 공급업,세세분류,자기관리 아래 있는 노동자를 계약에 의하여 타인 또는 타사업체에 단기간(1년 미만) 공급하는 산업활동을 말한다. 이 노동자들은 인력,"임시 및 일용 근로자 파견업 / 단기 인력 파견업 / 단기 개인 및 가사 인력 공급 / 단기 간호 인력 공급 / 모델 공급 / 단기 산업 노동 인력 공급 / 근로자 단기 파견업 / 인력풀(pool) 공급 운영 / 단기 사무 인력 공급 / 연극, 영화 단역배우 공급 운영",
75122,상용 인력 공급 및 인사관리 서비스업,세세분류,자기관리 아래 있는 노동자를 계약에 의하여 타인 또는 타사업체에 장기간(1년 이상) 공급하는 산업활동을 말한다. 이들 사업체는 파견,상용 근로자 파견 및 공급업,
7521,여행사업,세분류,국내․외 여행자를 위하여 각종 여행관련 서비스를 제공하는 산업활 동을 말한다.,,
75210,여행사업,세세분류,"국내․외를 여행하는 관광객을 대상으로 여행관련 시설 이용의 알선, 여행에 관한 안내, 계약 체결의 대리 및 기타 여행의 편의를 제공하 는 산업활동을 말하며, 부수적으로 항공권, 숙박시설 이용권, 레포츠 시설 이용권 등의 판매 대리 활동을 수행할 수 있다. 사업시설 관리, 사업 지원 및 임대 서비스업",일반 여행사 / 국외 여행사,
75290,기타 여행 보조 및 예약 서비스업,세세분류,기타 여행 지원 서비스업을 수행하는 산업활동을 말한다.,관광 안내소 / 카풀체계 운영 / 매표 대리(여객 자동차 매표 대리 포함) / 숙식 알선 / 여행자 가이드(안내) 서비스 / 숙박 예약 대리,
7531,경비 및 경호 서비스업,세분류,"75310 경비 및 경호 서비스업 비 ， 사무실, 주택, 오락시설, 유원지 및 주차장 등에서 경계, 재산 보호 및 업업 도난을 방지하거나 사람의 생명 및 신체를 위해로부터 보호하는 산업 지 활동을 말한다. 귀중품 운송 서비스를 제공하는 산업활동도 포함한다.",경비업 / 순찰 서비스 / 건물 경비 / 사업체 보안 서비스 / 보디가드 서비스 / 경호견 서비스 / 경호 서비스,대분류 N / 보험에 관련된 조사 활동(66209) / 탐정 및 경호를 경찰에서 수행하는 경우(84404)
75320,보안 시스템 서비스업,세세분류,화재 및 도난 경보장치 등과 같은 전자 보안․경보 시스템의 원격 감 시 및 유지․관리 서비스를 제공하는 산업활동을 말한다.,,경보 조직 관련 통신설비 설치(42322) / 차량 경보 시스템 판매(45213)
75330,탐정 및 조사 서비스업,세세분류,개인 및 사업체에 관련된 각종 정보를 조사하는 산업활동을 말한다.,흥신소 / 사설탐정 서비스 / 필체 감정 / 지문 조사 서비스 / 거짓말 탐지기 서비스,신용 조사 및 채무자 추적 서비스(75993) / 보험에 관련된 조사활동(6620)
7591,사무 지원 서비스업,세분류,"사업시설 관리, 사업 지원 및 임대 서비스업 고객의 요구에 의하여 청구서 작성, 기록 활동, 인력 및 물자의 분배 등의 일일 사무 행정 서비스를 제공하는 산업활동을 말한다.",,
75911,문서 작성 및 복사업,세세분류,"편지 및 이력서 작성, 문서 편집 및 교정, 타이핑, 문서 처리(워드프 로세싱), 문서의 속기, 필사 등을 하는 산업활동을 말한다. 인쇄활동",,
75919,기타 사무 지원 서비스업,세세분류,"고객의 요구에 의하여 청구서 작성 및 기록 활동, 인력 및 물자 분배 등의 일일 사무 행정 서비스를 종합적으로 제공하거나 기타 분류되지 않은 사무 지원 서비스업을 포함한다.",,
75991,콜센터 및 텔레마케팅 서비스업,세세분류,"수수료 또는 계약에 의해 전화 매체로 고객의 불만 또는 기타 요청 시 사항을 접수하여 처리하거나 제품 및 상품을 소유하지 않고 고객의 대 관 상품 및 서비스를 전화로 홍보, 주문 접수, 정보 제공 등의 서비스를 비 ， 제공하는 산업활동을 말한다. 상품 소매, 보험 대리 등의 특정 산업활 업업","콜센터 운영 / 텔레마케팅 서비스 / 전화번호 안내 서비스 / 인바운드(in-bound), 아웃바운드(out-bound) 서비스",통신 수단에 의한 상품 소매활동(4791) / 대분류 N / 통신 수단에 의한 보험 대리(66202)
75992,"전시, 컨벤션 및 행사 대행업",세세분류,"각종 전시회, 컨벤션 및 행사를 기획․조직하는 산업활동을 말한다.",산업 박람회 기획 / 주택 전시회 기획 / 패션쇼 기획 / 전시디자인(전시장 및 전시회 등 관련 지원서비스에 한함) / 과학 행사 기획 / 문화 행사 기획 / 전시시설 기획 및 연출,"과학 및 문화 전시관 운영(90221) / 전시회장 및 컨벤션장 임대(68112) / 전시 관련 제품 제조(C), 전시 구조물 및 시설 설치(42), 전문 디자 / 인(732) 등 특정 서비스만을 제공하는 경우 그 활동 종류에 따라 각각 분류"
75993,신용 조사 및 추심 대행업,세세분류,"개인의 신용․고용 기록 및 사업체의 신용 기록을 수집하고, 이들의 신용도를 알고자 하는 금융기관, 소매상 등에게 수집된 정보를 제공 하는 산업활동과 청구서의 금액을 수금하여 고객에게 송금하는 산업 활동을 말한다.","사업시설 관리, 사업 지원 및 임대 서비스업 / 외상 수금 대리 / 채무자 추적 서비스 / 개인 신용도 조사 / 회사 신용도 조사 / 기업 신용 평가",탐정 서비스(75330)
75994,포장 및 충전업,세세분류,"수수료 또는 계약에 의하여 자동 또는 수동 포장을 불문하고 수축 포 장, 투명 포장 등의 각종 포장 방법을 이용하여 음식물, 의약품, 화장 품, 철물 등의 제품을 포장하는 산업활동을 말한다. 이 산업에는 에어",상표 부착 서비스 / 여행용구 조립 및 포장 / 부탄 가스 주입 / 의류 포장 및 업,， / 운수업과 관련된 화물 포장 활동(52993) 스사
75995,온라인 활용 마케팅 및 관련 사업지원 서비스업,세세분류,온라인을 활용한 마케팅 및 관련 사업지원 서비스를 수행하는 산업활 동을 말한다.,"온라인 통신망을 이용한 사업지원(고객유치, 고객상담센터운영, 문 / 자발송대행 등) 서비스 / 모바일 상품권 판매 대행 / 대분류 N",온라인 통신망을 통하여 각종 상품을 소매하는 활동(4791) / 게임 소프트웨어 개발(5821) / 범용성 응용 소프트웨어 개발(58222)
75999,그 외 기타 분류 안된 사업지원 서비스업,세세분류,그 외 기타 달리 분류되지 않은 사업 지원 서비스를 수행하는 산업활 동을 말한다.,"가스, 전기, 수도 계량 대리 / 상품권 판매 대행 / 사업시설 관리, 사업 지원 및 임대 서비스업 76 임대업; 부동산 제외",
76110,자동차 임대업,세세분류,운전자 없이 승용 및 화물 자동차를 리스 또는 임대하는 산업활동을 말한다.,승용차 임대 / 리무진 임대 / 버스 임대 / 트럭 임대 / 화물 자동차 임대 / 레저용 차량 임대,
76190,기타 운송장비 임대업,세세분류,자동차를 제외한 기타 운송장비를 운전자 없이 리스 또는 임대하는 대 관 산업활동을 말한다. 비 ，,컨테이너 임대 / 선박 임대 / 모터사이클 임대 / 철도 차량 임대 / 항공기 임대 / 상업용 보트 임대 / 운전자 없는 운송장비 재임대 / 개인형 이동수단(퍼스널 모빌리티(PM) 등) 임대,승무원 딸린 수상 운송장비 임대(50) / 수상 오락시설에서의 놀이용 보트 임대 및 관련 정박 설비 운영 / 대분류 N (91239) / 조종사 딸린 항공 운송장비 임대(51) / 오락 용도의 개인형 이동수단 임대(76210)
762,개인 및 가정용품 임대업,소분류,"개인, 가정 또는 사업체를 대상으로 의복 및 신발, 가구, 도자기 및 유리제품, 주방 및 식탁용품, 전기 기기 및 가정용품, 자전거, 물놀이 기구, 장신구, 악기, 무대 장치 및 무대 의상, 서적, 정기 간행물 및 잡지, 비디오테이프 및 레코드 등의 각종 개인 및 가정용품을 임대하 는 산업활동을 말한다.",,"운전자 없이 승용차 및 기타 자동차 임대(76110) / 오락산업에 종사하는 사업체에서 그 산업활동에 관련하여 오락용품 / 을 임대하는 경우는 91의 적합한 항목에 분류 / 산업용 린넨, 유니폼 및 기타 세탁물 공급(96913)"
76210,스포츠 및 레크리에이션 용품 임대업,세세분류,"각종 운동, 여가 및 유희용품을 임대하는 산업활동을 말한다.",스키 임대 / 장난감 임대 / 자전거 임대 / 물놀이 기구 임대 / 승무원이 동승하지 않는 낚싯배 및 카누 임대(수상 오락시설과는 / 독립적으로 경영하는 경우),"오락산업에 종사하는 사업체에서 그 산업활동에 포함하여 오락용품 / 사업시설 관리, 사업 지원 및 임대 서비스업 을 임대하는 경우는 91의 적합한 항목에 분류 / 물놀이 시설에서의 물놀이 기구 임대(91239)"
76220,음반 및 비디오물 임대업,세세분류,"음반, 비디오테이프 및 기타 오디오 기록물, 게임 소프트웨어를 임대 하는 산업활동을 말한다.",비디오테이프 임대 / 오디오 테이프 임대 / 게임 소프트웨어 임대,영화용 필름 임대(59130)
7629,기타 개인 및 가정용품 임대업,세분류,"개인, 가정 또는 사업체를 대상으로 서적, 섬유, 의복 및 신발, 가구, 대 도자기 및 유리제품, 주방 및 식탁용품, 전기 기기 및 가정용품, 장신 비 ， 구, 악기 등의 기타 개인 및 가정용품을 임대하는 산업활동을 말한다. 업업",,
76291,서적 임대업,세세분류,"각종 서적, 정기 간행물, 잡지 등 인쇄 기록물을 임대하는 산업활동을 말한다.",만화책 임대,"대분류 N / 도서관, 독서실, 자료실 및 시청각실 운영(9021)"
76292,의류 임대업,세세분류,정장 및 기타 의류를 임대하는 산업활동을 말한다.,웨딩드레스 임대 / 상복 임대 / 연극 의류 임대 / 영화 의류 임대 / 의복 임대,
76299,그 외 기타 개인 및 가정용품 임대업,세세분류,달리 분류되지 않은 개인 및 가정용품을 임대하는 산업활동을 말한 다. 각종 가정용품의 종합 임대 활동도 여기에 포함한다.,"주방 및 식탁용품 임대 / 가전제품 임대 / 가정용 가구 임대 / 가정용 기기 임대 / 휠체어 임대 / 화환, 화분 임대 / 장신구 임대 / 가정용 직물제품 임대 / 정원용품 임대 / 악기 임대",
763,산업용 기계 및 장비 임대업,소분류,7631 건설 및 토목공사용 기계․장비 임대업 76310 건설 및 토목공사용 기계․장비 임대업 운전자 없이 건설 및 토목공사용 기계․장비(크레인 차량 포함)를 리 스 또는 임대하는 산업활동을 말한다.,"사업시설 관리, 사업 지원 및 임대 서비스업 / 굴착기, 굴삭기, 포크레인 임대 / 건설용 거푸집(유로폼) 임대 / 팩시밀리 임대 / 복사기 임대 / 사무용 가구 임대 / 현금 등록기 임대 / 회계 기계 / 장비 임대 및 업","운전자 딸린 건설 기계 / 장비 임대(42600) / 화물 취급장비 임대(76390) / 7632 컴퓨터 및 사무용 기계 / 장비 임대업 / 76320 컴퓨터 및 사무용 기계 / 조작자 없이 컴퓨터를 포함한 각종 사무, 회계 및 계산기를 리스 또 는 임대하는 산업활동을 말한다. / ， / 컴퓨터 및 주변기기 유지 / 수리(95110) 스사"
76390,기타 산업용 기계 및 장비 임대업,세세분류,일반적으로 사업체에서 자본재로 사용되는 각종 기계․장비를 리스 또는 임대하거나 특정 산업 및 상업용 기계․장비를 리스 또는 임대 하는 산업활동을 말한다. 각종 산업용 기계 및 장비를 종합 임대하는,대분류 N / 기관 및 터빈 임대 / 전문 과학 기계 / 장비 임대 / 공작기계 임대 / 측정 및 제어용 기계 / 연극 공연용품 임대 / 광산 및 유전용 장비 임대 / 영화 촬영장비 임대 / 동전 조작식 오락기 임대(사업장 용품) / 화물 취급장비 임대 / 도박기계 임대 / 벌목장비 임대 / 통신장비 임대 / 농업용 기계 및 장비 임대 / 파렛트 임대 / 각종 장비 종합 임대 / 동물 임대 / 용접장비 임대,운전자가 딸린 농업용 기계 / 장비 임대(01411) / 정원용 장비 임대(76299) / 금융 리스(64911) / 건설 및 토목공사용 기계 / 장비 임대(운전자 없이)(76310) / 사무용 기계 / 장비 임대(조작자 없이)(76320)
