KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
49239,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,492,육상 여객 운송업,4923,부정기 육상 여객 운송업,기타 부정기 여객 육상 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 육상 여객 운송업 > 부정기 육상 여객 운송업 > 기타 부정기 여객 육상 운송업
49301,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,493,도로 화물 운송업,4930,도로 화물 운송업,일반 화물자동차 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 도로 화물 운송업 > 일반 화물자동차 운송업
49302,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,493,도로 화물 운송업,4930,도로 화물 운송업,개인 화물자동차 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 도로 화물 운송업 > 개인 화물자동차 운송업
49309,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,493,도로 화물 운송업,4930,도로 화물 운송업,기타 도로 화물 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 도로 화물 운송업 > 기타 도로 화물 운송업
49401,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,494,소화물 전문 운송업,4940,소화물 전문 운송업,택배업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 소화물 전문 운송업 > 택배업
49402,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,494,소화물 전문 운송업,4940,소화물 전문 운송업,늘찬 배달업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 소화물 전문 운송업 > 늘찬 배달업
49500,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,495,파이프라인 운송업,4950,파이프라인 운송업,파이프라인 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 파이프라인 운송업
50111,H,운수 및 창고업,50,수상 운송업,501,해상 운송업,5011,외항 운송업,외항 여객 운송업,운수 및 창고업 > 수상 운송업 > 해상 운송업 > 외항 운송업 > 외항 여객 운송업
50112,H,운수 및 창고업,50,수상 운송업,501,해상 운송업,5011,외항 운송업,외항 화물 운송업,운수 및 창고업 > 수상 운송업 > 해상 운송업 > 외항 운송업 > 외항 화물 운송업
50121,H,운수 및 창고업,50,수상 운송업,501,해상 운송업,5012,내항 운송업,내항 여객 운송업,운수 및 창고업 > 수상 운송업 > 해상 운송업 > 내항 운송업 > 내항 여객 운송업
50122,H,운수 및 창고업,50,수상 운송업,501,해상 운송업,5012,내항 운송업,내항 화물 운송업,운수 및 창고업 > 수상 운송업 > 해상 운송업 > 내항 운송업 > 내항 화물 운송업
50130,H,운수 및 창고업,50,수상 운송업,501,해상 운송업,5013,기타 해상 운송업,기타 해상 운송업,운수 및 창고업 > 수상 운송업 > 해상 운송업 > 기타 해상 운송업
50201,H,운수 및 창고업,50,수상 운송업,502,내륙 수상 및 항만 내 운송업,5020,내륙 수상 및 항만 내 운송업,항만 내 여객 운송업,운수 및 창고업 > 수상 운송업 > 내륙 수상 및 항만 내 운송업 > 항만 내 여객 운송업
50209,H,운수 및 창고업,50,수상 운송업,502,내륙 수상 및 항만 내 운송업,5020,내륙 수상 및 항만 내 운송업,기타 내륙 수상 여객 및 화물 운송업,운수 및 창고업 > 수상 운송업 > 내륙 수상 및 항만 내 운송업 > 기타 내륙 수상 여객 및 화물 운송업
51100,H,운수 및 창고업,51,항공 운송업,511,항공 여객 운송업,5110,항공 여객 운송업,항공 여객 운송업,운수 및 창고업 > 항공 운송업 > 항공 여객 운송업
51200,H,운수 및 창고업,51,항공 운송업,512,항공 화물 운송업,5120,항공 화물 운송업,항공 화물 운송업,운수 및 창고업 > 항공 운송업 > 항공 화물 운송업
52101,H,운수 및 창고업,52,창고 및 운송관련 서비스업,521,보관 및 창고업,5210,보관 및 창고업,일반 창고업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 보관 및 창고업 > 일반 창고업
52102,H,운수 및 창고업,52,창고 및 운송관련 서비스업,521,보관 및 창고업,5210,보관 및 창고업,냉장 및 냉동 창고업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 보관 및 창고업 > 냉장 및 냉동 창고업
52103,H,운수 및 창고업,52,창고 및 운송관련 서비스업,521,보관 및 창고업,5210,보관 및 창고업,농산물 창고업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 보관 및 창고업 > 농산물 창고업
52104,H,운수 및 창고업,52,창고 및 운송관련 서비스업,521,보관 및 창고업,5210,보관 및 창고업,위험 물품 보관업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 보관 및 창고업 > 위험 물품 보관업
52109,H,운수 및 창고업,52,창고 및 운송관련 서비스업,521,보관 및 창고업,5210,보관 및 창고업,기타 보관 및 창고업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 보관 및 창고업 > 기타 보관 및 창고업
52911,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5291,육상 운송 지원 서비스업,철도 운송 지원 서비스업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 육상 운송 지원 서비스업 > 철도 운송 지원 서비스업
52912,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5291,육상 운송 지원 서비스업,여객 자동차 터미널 운영업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 육상 운송 지원 서비스업 > 여객 자동차 터미널 운영업
52913,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5291,육상 운송 지원 서비스업,물류 터미널 운영업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 육상 운송 지원 서비스업 > 물류 터미널 운영업
52914,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5291,육상 운송 지원 서비스업,도로 및 관련시설 운영업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 육상 운송 지원 서비스업 > 도로 및 관련시설 운영업
52915,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5291,육상 운송 지원 서비스업,주차장 운영업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 육상 운송 지원 서비스업 > 주차장 운영업
52919,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5291,육상 운송 지원 서비스업,기타 육상 운송지원 서비스업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 육상 운송 지원 서비스업 > 기타 육상 운송지원 서비스업
52921,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5292,수상 운송 지원 서비스업,항구 및 기타 해상 터미널 운영업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 수상 운송 지원 서비스업 > 항구 및 기타 해상 터미널 운영업
52922,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5292,수상 운송 지원 서비스업,선박관리업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 수상 운송 지원 서비스업 > 선박관리업
52929,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5292,수상 운송 지원 서비스업,기타 수상 운송 지원 서비스업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 수상 운송 지원 서비스업 > 기타 수상 운송 지원 서비스업
52931,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5293,항공 운송 지원 서비스업,공항 운영업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 항공 운송 지원 서비스업 > 공항 운영업
52939,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5293,항공 운송 지원 서비스업,기타 항공 운송지원 서비스업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 항공 운송 지원 서비스업 > 기타 항공 운송지원 서비스업
52941,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5294,화물 취급업,항공 및 육상 화물 취급업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 화물 취급업 > 항공 및 육상 화물 취급업
52942,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5294,화물 취급업,수상 화물 취급업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 화물 취급업 > 수상 화물 취급업
52991,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5299,그 외 기타 운송관련 서비스업,통관 대리 및 관련서비스업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 그 외 기타 운송관련 서비스업 > 통관 대리 및 관련서비스업
52992,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5299,그 외 기타 운송관련 서비스업,"화물 운송 중개, 대리 및 관련 서비스업","운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 그 외 기타 운송관련 서비스업 > 화물 운송 중개, 대리 및 관련 서비스업"
52993,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5299,그 외 기타 운송관련 서비스업,"화물 포장, 검수 및 계량 서비스업","운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 그 외 기타 운송관련 서비스업 > 화물 포장, 검수 및 계량 서비스업"
52999,H,운수 및 창고업,52,창고 및 운송관련 서비스업,529,기타 운송관련 서비스업,5299,그 외 기타 운송관련 서비스업,그 외 기타 분류 안된 운송관련 서비스업,운수 및 창고업 > 창고 및 운송관련 서비스업 > 기타 운송관련 서비스업 > 그 외 기타 운송관련 서비스업 > 그 외 기타 분류 안된 운송관련 서비스업
55101,I,숙박 및 음식점업,55,숙박업,551,일반 및 생활 숙박시설 운영업,5510,일반 및 생활 숙박시설 운영업,호텔업,숙박 및 음식점업 > 숙박업 > 일반 및 생활 숙박시설 운영업 > 호텔업
55102,I,숙박 및 음식점업,55,숙박업,551,일반 및 생활 숙박시설 운영업,5510,일반 및 생활 숙박시설 운영업,여관업,숙박 및 음식점업 > 숙박업 > 일반 및 생활 숙박시설 운영업 > 여관업
55103,I,숙박 및 음식점업,55,숙박업,551,일반 및 생활 숙박시설 운영업,5510,일반 및 생활 숙박시설 운영업,휴양 콘도 운영업,숙박 및 음식점업 > 숙박업 > 일반 및 생활 숙박시설 운영업 > 휴양 콘도 운영업
55104,I,숙박 및 음식점업,55,숙박업,551,일반 및 생활 숙박시설 운영업,5510,일반 및 생활 숙박시설 운영업,민박업,숙박 및 음식점업 > 숙박업 > 일반 및 생활 숙박시설 운영업 > 민박업
55105,I,숙박 및 음식점업,55,숙박업,551,일반 및 생활 숙박시설 운영업,5510,일반 및 생활 숙박시설 운영업,야영장업,숙박 및 음식점업 > 숙박업 > 일반 및 생활 숙박시설 운영업 > 야영장업
55109,I,숙박 및 음식점업,55,숙박업,551,일반 및 생활 숙박시설 운영업,5510,일반 및 생활 숙박시설 운영업,기타 일반 및 생활 숙박시설 운영업,숙박 및 음식점업 > 숙박업 > 일반 및 생활 숙박시설 운영업 > 기타 일반 및 생활 숙박시설 운영업
55901,I,숙박 및 음식점업,55,숙박업,559,기타 숙박업,5590,기타 숙박업,기숙사 및 고시원 운영업,숙박 및 음식점업 > 숙박업 > 기타 숙박업 > 기숙사 및 고시원 운영업
55909,I,숙박 및 음식점업,55,숙박업,559,기타 숙박업,5590,기타 숙박업,그 외 기타 숙박업,숙박 및 음식점업 > 숙박업 > 기타 숙박업 > 그 외 기타 숙박업
56111,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 일반 음식점업,숙박 및 음식점업 > 음식점 및 주점업 > 음식점업 > 한식 음식점업 > 한식 일반 음식점업
56112,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 면 요리 전문점,숙박 및 음식점업 > 음식점 및 주점업 > 음식점업 > 한식 음식점업 > 한식 면 요리 전문점
56113,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 육류 요리 전문점,숙박 및 음식점업 > 음식점 및 주점업 > 음식점업 > 한식 음식점업 > 한식 육류 요리 전문점
56114,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 해산물 요리 전문점,숙박 및 음식점업 > 음식점 및 주점업 > 음식점업 > 한식 음식점업 > 한식 해산물 요리 전문점
56121,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5612,외국식 음식점업,중식 음식점업,숙박 및 음식점업 > 음식점 및 주점업 > 음식점업 > 외국식 음식점업 > 중식 음식점업
56122,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5612,외국식 음식점업,일식 음식점업,숙박 및 음식점업 > 음식점 및 주점업 > 음식점업 > 외국식 음식점업 > 일식 음식점업
56123,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5612,외국식 음식점업,서양식 음식점업,숙박 및 음식점업 > 음식점 및 주점업 > 음식점업 > 외국식 음식점업 > 서양식 음식점업
