국세청_업종코드,국세청_대분류코드,국세청_대분류명,국세청_중분류코드,국세청_중분류명,국세청_소분류코드,국세청_소분류명,국세청_세분류코드,국세청_세분류명,국세청_세세분류명,KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
321016,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,기타 전자 부품 제조업,전자 감지장치 제조업,26294,C,제조업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262,전자 부품 제조업,2629,기타 전자 부품 제조업,전자 감지장치 제조업,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 전자 부품 제조업 > 기타 전자 부품 제조업 > 전자 감지장치 제조업"
322002,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",322,통신 및 방송장비 제조업,3220,유선 통신장비 제조업,유선 통신장비 제조업,26410,C,제조업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송장비 제조업,2641,유선 통신장비 제조업,유선 통신장비 제조업,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 통신 및 방송장비 제조업 > 유선 통신장비 제조업"
322003,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",322,통신 및 방송장비 제조업,3220,방송 및 무선 통신장비 제조업,방송장비 제조업,26421,C,제조업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송장비 제조업,2642,방송 및 무선 통신장비 제조업,방송장비 제조업,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 통신 및 방송장비 제조업 > 방송 및 무선 통신장비 제조업 > 방송장비 제조업"
322004,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",322,통신 및 방송장비 제조업,3220,방송 및 무선 통신장비 제조업,이동 전화기 제조업,26422,C,제조업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송장비 제조업,2642,방송 및 무선 통신장비 제조업,이동 전화기 제조업,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 통신 및 방송장비 제조업 > 방송 및 무선 통신장비 제조업 > 이동 전화기 제조업"
322005,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",322,통신 및 방송장비 제조업,3220,방송 및 무선 통신장비 제조업,기타 무선 통신장비 제조업,26429,C,제조업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264,통신 및 방송장비 제조업,2642,방송 및 무선 통신장비 제조업,기타 무선 통신장비 제조업,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 통신 및 방송장비 제조업 > 방송 및 무선 통신장비 제조업 > 기타 무선 통신장비 제조업"
323001,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",323,영상 및 음향 기기 제조업,3230,"텔레비전, 비디오 및 기타 영상 기기 제조업",비디오 및 기타 영상 기기 제조업,26519,C,제조업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",265,영상 및 음향 기기 제조업,2651,"텔레비전, 비디오 및 기타 영상 기기 제조업",비디오 및 기타 영상 기기 제조업,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 영상 및 음향 기기 제조업 > 텔레비전, 비디오 및 기타 영상 기기 제조업 > 비디오 및 기타 영상 기기 제조업"
323005,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",323,영상 및 음향 기기 제조업,3230,"텔레비전, 비디오 및 기타 영상 기기 제조업",텔레비전 제조업,26511,C,제조업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",265,영상 및 음향 기기 제조업,2651,"텔레비전, 비디오 및 기타 영상 기기 제조업",텔레비전 제조업,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 영상 및 음향 기기 제조업 > 텔레비전, 비디오 및 기타 영상 기기 제조업 > 텔레비전 제조업"
323006,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",323,영상 및 음향 기기 제조업,3230,"오디오, 스피커 및 기타 음향 기기 제조업","라디오, 녹음 및 재생 기기 제조업",26521,C,제조업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",265,영상 및 음향 기기 제조업,2652,"오디오, 스피커 및 기타 음향 기기 제조업","라디오, 녹음 및 재생 기기 제조업","제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 영상 및 음향 기기 제조업 > 오디오, 스피커 및 기타 음향 기기 제조업 > 라디오, 녹음 및 재생 기기 제조업"
323007,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",323,영상 및 음향 기기 제조업,3230,"오디오, 스피커 및 기타 음향 기기 제조업",기타 음향기기 제조업,26529,C,제조업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",265,영상 및 음향 기기 제조업,2652,"오디오, 스피커 및 기타 음향 기기 제조업",기타 음향기기 제조업,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 영상 및 음향 기기 제조업 > 오디오, 스피커 및 기타 음향 기기 제조업 > 기타 음향기기 제조업"
331100,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,방사선 장치 및 전기식 진단 기기 제조업,전기식 진단 및 요법 기기 제조업,27112,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2711,방사선 장치 및 전기식 진단 기기 제조업,전기식 진단 및 요법 기기 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 의료용 기기 제조업 > 방사선 장치 및 전기식 진단 기기 제조업 > 전기식 진단 및 요법 기기 제조업"
331101,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,치과기공물 제조업,27192,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2719,기타 의료용 기기 제조업,치과기공물 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 의료용 기기 제조업 > 기타 의료용 기기 제조업 > 치과기공물 제조업"
331101,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,치과용 임플란트 제조업,27193,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2719,기타 의료용 기기 제조업,치과용 임플란트 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 의료용 기기 제조업 > 기타 의료용 기기 제조업 > 치과용 임플란트 제조업"
331102,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,그 외 기타 의료용 기기 제조업,27199,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2719,기타 의료용 기기 제조업,그 외 기타 의료용 기기 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 의료용 기기 제조업 > 기타 의료용 기기 제조업 > 그 외 기타 의료용 기기 제조업"
331103,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,방사선 장치 및 전기식 진단 기기 제조업,방사선 장치 제조업,27111,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2711,방사선 장치 및 전기식 진단 기기 제조업,방사선 장치 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 의료용 기기 제조업 > 방사선 장치 및 전기식 진단 기기 제조업 > 방사선 장치 제조업"
331104,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,치과용 기기 제조업,27191,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2719,기타 의료용 기기 제조업,치과용 기기 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 의료용 기기 제조업 > 기타 의료용 기기 제조업 > 치과용 기기 제조업"
331105,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,정형 외과용 및 신체 보정용 기기 제조업,27194,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2719,기타 의료용 기기 제조업,정형 외과용 및 신체 보정용 기기 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 의료용 기기 제조업 > 기타 의료용 기기 제조업 > 정형 외과용 및 신체 보정용 기기 제조업"
331106,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,의료용 가구 제조업,27196,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2719,기타 의료용 기기 제조업,의료용 가구 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 의료용 기기 제조업 > 기타 의료용 기기 제조업 > 의료용 가구 제조업"
331201,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","물질 검사, 측정 및 분석 기구 제조업",27213,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2721,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","물질 검사, 측정 및 분석 기구 제조업","제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외 > 측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업 > 물질 검사, 측정 및 분석 기구 제조업"
331203,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","레이더, 항행용 무선 기기 및 측량 기구 제조업",27211,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2721,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","레이더, 항행용 무선 기기 및 측량 기구 제조업","제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외 > 측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업 > 레이더, 항행용 무선 기기 및 측량 기구 제조업"
331204,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","전자기 측정, 시험 및 분석 기구 제조업",27212,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2721,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","전자기 측정, 시험 및 분석 기구 제조업","제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외 > 측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업 > 전자기 측정, 시험 및 분석 기구 제조업"
331205,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",속도계 및 적산계기 제조업,27214,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2721,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",속도계 및 적산계기 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외 > 측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업 > 속도계 및 적산계기 제조업"
331206,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",기기용 자동 측정 및 제어장치 제조업,27215,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2721,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",기기용 자동 측정 및 제어장치 제조업,"제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외 > 측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업 > 기기용 자동 측정 및 제어장치 제조업"
331207,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업",27219,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2721,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업","제조업 > 의료, 정밀, 광학 기기 및 시계 제조업 > 측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외 > 측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업 > 기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업"
