doc_id,business_code,doc_type,doc_text
292206__example4,292206,example,금속 절곡기 제조
292206__example5,292206,example,펀칭기 제조
292206__example6,292206,example,프레스기 제조
292206__example7,292206,example,에어 해머 제조
292206__example8,292206,example,전단기 제조
292206__example9,292206,example,철망 제조기 제조
292300__name0,292300,name,금속 주조 및 기타 야금용 기계 제조업
292300__hier0,292300,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 금속 주조 및 기타 야금용 기계 제조업
292300__example0,292300,example,금속 전기로 제조
292300__example1,292300,example,금속 냉간 및 열간 압연기 제조
292300__example2,292300,example,금속 압력 주조기 제조
292300__example3,292300,example,금속 주괴(잉곳)용 주형과 레이들 제조
292300__example4,292300,example,금속 다이케스팅기 제조
292300__example5,292300,example,금속 압연기용 롤러 제조
292300__xref0,292300,xref,잉곳용 주형 제조
292400__name0,292400,name,건설 및 채광용 기계장비 제조업
292400__hier0,292400,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 건설 및 광업용 기계장비 제조업
292400__example0,292400,example,"항타기, 항발기 제조"
292400__example1,292400,example,불도저와 앵글도저 제조
292400__example2,292400,example,굴삭기 제조
292400__example3,292400,example,시추기 제조
292400__example4,292400,example,탬핑머신 제조(토목공사용)
292400__example5,292400,example,기계식 삽 제조
292400__example6,292400,example,그레이더와 레벨러 제조
292400__example7,292400,example,무한궤도식 트랙터 제조
292400__example8,292400,example,셔블 로우더 제조
292400__example9,292400,example,광석 채굴기 제조
292400__example10,292400,example,스크레이퍼 제조(토목공사용)
292400__example11,292400,example,콘크리트 및 모르타르 믹서기 제조
292400__example12,292400,example,건설장비용 지게차 제조
292400__xref0,292400,xref,유압기기를 이용한 토목공사용 장비 제조
292400__xref1,292400,xref,건설 및 광산용 트랙터 제조
292401__name0,292401,name,광물 처리 및 취급장비 제조업
292401__hier0,292401,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 건설 및 광업용 기계장비 제조업
292401__example0,292401,example,광물 선별기 제조
292401__example1,292401,example,광물 세척기 제조
292401__example2,292401,example,광물 분리기 제조
292401__example3,292401,example,광물 파쇄기 제조
292401__example4,292401,example,광물 성형기 제조
292401__example5,292401,example,광물 반죽기 제조
292401__example6,292401,example,컨베이어 제조(지하 작업용)
292401__example7,292401,example,엘리베이터 제조(지하 작업용)
292401__xref0,292401,xref,광산 지하 작업용 컨베이어 및 엘리베이터 제조
292401__xref1,292401,xref,건설 및 광산용 트랙터 제조
292500__name0,292500,name,음ㆍ식료품 및 담배 가공기계 제조업
292500__hier0,292500,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 음ㆍ식료품 및 담배 가공기계 제조업
292500__example0,292500,example,낙농품 가공처리기 제조
292500__example1,292500,example,크림 분리기 제조
292500__example2,292500,example,곡물 선별기 제조
292500__example3,292500,example,제분용 기계 제조
292500__example4,292500,example,곡물 세척기 제조
292500__example5,292500,example,양조용 기계 제조
292500__example6,292500,example,식품용 가열 및 냉각기 제조
292500__example7,292500,example,베이커리용 오븐 제조
292500__example8,292500,example,유지 추출기계 제조
292500__example9,292500,example,건조기 제조
292500__xref0,292500,xref,크림 분리기 및 식품 가공용 열처리장치 제조
292500__xref1,292500,xref,"곡물 정미기, 제분기 등 식품 가공용 기계 제조"
292500__xref2,292500,xref,산업용 식품 가열 또는 냉각기 제조
292600__name0,292600,name,"기타 섬유, 의복 및 가죽 가공기계 제조업"
292600__hier0,292600,hier,"제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 섬유, 의복 및 가죽 가공기계 제조업"
292600__example0,292600,example,재봉기 제조
292600__example1,292600,example,재봉기용 바늘 및 부분품 제조
292600__example2,292600,example,자수기 제조
292600__example3,292600,example,자수기용 바늘 및 부분품 제조
292600__example4,292600,example,방적 준비기 제조
292600__example5,292600,example,편조기 및 직조기 제조
292600__example6,292600,example,재단기 제조
292600__example7,292600,example,방적기 및 연사기 제조
292600__example8,292600,example,"권사기 제조, 섬유용"
292600__example9,292600,example,사(실) 가공기 제조
292600__xref0,292600,xref,재봉기용 바늘 제조
292600__xref1,292600,xref,가죽생산용 또는 신발제조 및 수리용 기계 제조
292601__name0,292601,name,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업"
292601__hier0,292601,hier,"제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 섬유, 의복 및 가죽 가공기계 제조업"
292601__example0,292601,example,세탁소형 세탁기 제조
292601__example1,292601,example,직물 절단기 제조
292601__example2,292601,example,날염기 제조
292601__example3,292601,example,드라이 클리닝기 제조
292601__example4,292601,example,텐터기 제조
292601__example5,292601,example,호부기 제조
292601__example6,292601,example,원심식 의류 건조기 제조
292601__xref0,292601,xref,산업용 원심 의류탈수기 제조
292700__name0,292700,name,무기 및 총포탄 제조업
292700__hier0,292700,hier,제조업 > 금속 가공제품 제조업; 기계 및 가구 제외 > 무기 및 총포탄 제조업 > 무기 및 총포탄 제조업
292700__example0,292700,example,폭탄 제조
292700__example1,292700,example,총탄 제조
292700__example2,292700,example,비군사용 무기 제조
292700__example3,292700,example,공기총 제조
292700__example4,292700,example,가스총 제조
292700__example5,292700,example,경기용 무기 제조
292700__example6,292700,example,수렵용 무기 제조
292700__xref0,292700,xref,"포탄, 폭탄 및 총탄 제조"
292700__xref1,292700,xref,무기 및 총포탄 제조
292700__xref2,292700,xref,수렵 및 경기용 총포탄 제조
292901__name0,292901,name,산업용 로봇 제조업
292901__hier0,292901,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 산업용 로봇 제조업
292901__example0,292901,example,산업용 로봇 제조
292901__xref0,292901,xref,다기능을 갖고 있는 산업용 로봇 제조
292902__name0,292902,name,인쇄 및 제책용 기계 제조업
292902__hier0,292902,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 기타 특수 목적용 기계 제조업
292902__example0,292902,example,인쇄 보조용 기계 제조
292902__example1,292902,example,활자 주조기 제조
292902__example2,292902,example,제판용 기계 제조
292902__example3,292902,example,식자기 제조
292902__example4,292902,example,오프셋 인쇄용 기계 제조
292902__example5,292902,example,활판 인쇄용 기계 제조
292902__example6,292902,example,곡면 인쇄용 기계 제조
292902__example7,292902,example,그라비아 인쇄용 기계 제조
292902__example8,292902,example,제책용 재봉기 제조
292902__example9,292902,example,제본기 제조
292902__xref0,292902,xref,"열간 유리, 도자기, 고무 및 플라스틱 성형기계 제조"
292903__name0,292903,name,주형 및 금형 제조업
292903__hier0,292903,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 기타 특수 목적용 기계 제조업
292903__example0,292903,example,다이 및 펀치 제조
292903__example1,292903,example,주형 틀 제조
292903__example2,292903,example,각종 물질용 금형 제조
292903__example3,292903,example,주형 베이스 제조
292903__example4,292903,example,산업용 금형 제조
292903__example5,292903,example,콘크리트 제품용 주형 제조
292903__xref0,292903,xref,주형 및 금형 제조
292903__xref1,292903,xref,"열간 유리, 도자기, 고무 및 플라스틱 성형기계 제조"
292903__xref2,292903,xref,"주형, 금형 및 산업용 금형 제조"
292905__name0,292905,name,그 외 기타 특수 목적용 기계 제조업
292905__hier0,292905,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 기타 특수 목적용 기계 제조업
292905__ksic0,292905,ksic,그 외 기타 특수목적용 기계 제조업
292905__desc0,292905,desc,펄프 및 종이 가공용 기계
292905__example0,292905,example,전구 제조기 제조
292905__example1,292905,example,비금속 광물제품 열간 가공기 제조
292905__example2,292905,example,비금속 광물제품 가공 기계 제조
292905__example3,292905,example,"산업용 물질 건조기 제조(농업용, 가정용 제외)"
292905__example4,292905,example,"건조기 제조(열식, 산업용)"
292905__example5,292905,example,절연 또는 보호 재료 피복기 제조
292905__example6,292905,example,공기 가습기 및 제습기 제조
292905__example7,292905,example,로프 또는 케이블 제조기 제조
292905__example8,292905,example,금속 세척기 제조
292905__example9,292905,example,폐기물 처리 기기 제조
292905__example10,292905,example,교반기 제조
292905__example11,292905,example,"아일레팅(eyeletting)기, 관상(튜우블러) 리베팅기 제조"
292905__example12,292905,example,자동 도어 작동기 제조
292905__example13,292905,example,자동 마그네틱 테이프 제조기 제조
292905__example14,292905,example,인쇄회로기판 표면실장용 기계(SMT 장비) 제조
292905__example15,292905,example,동위원소 분리기 제조
292905__example16,292905,example,디스플레이 유리 기판 제조용 기계 제조
292905__example17,292905,example,전자식 모의 훈련 기기(시뮬레이터) 제조
292905__example18,292905,example,펄프 제조 및 가공기 제조
292905__example19,292905,example,종이 제조 및 가공기 제조
292905__example20,292905,example,판지 제조 및 가공기 제조
292905__example21,292905,example,종이 완성 가공기 제조
292905__example22,292905,example,"종이, 판지제품 제조기 제조"
292905__xref0,292905,xref,산업용 가상현실 기기(운전교습용 등 각종 시뮬레이터) 제조
292905__xref1,292905,xref,"열간 유리, 도자기, 고무 및 플라스틱 성형기계 제조"
292905__xref2,292905,xref,전선 피복 가공기 제조
292905__xref3,292905,xref,볼링장 핀 자동 고정기 제조
292906__name0,292906,name,"고무, 화학섬유 및 플라스틱 성형기 제조업"
292906__hier0,292906,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 기타 특수 목적용 기계 제조업
292906__example0,292906,example,고무 성형 가공기 제조
292906__example1,292906,example,플라스틱 성형 가공기 제조
292906__example2,292906,example,화학섬유 방사기 제조
292906__example3,292906,example,화학섬유 인발기 제조
292906__xref0,292906,xref,"열간 유리, 도자기, 고무 및 플라스틱 성형기계 제조"
292907__name0,292907,name,그 외 기타 특수 목적용 기계 제조업
292907__hier0,292907,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 기타 특수 목적용 기계 제조업
292907__ksic0,292907,ksic,그 외 기타 특수목적용 기계 제조업
292907__example0,292907,example,전구 제조기 제조
292907__example1,292907,example,비금속 광물제품 열간 가공기 제조
292907__example2,292907,example,비금속 광물제품 가공 기계 제조
292907__example3,292907,example,"산업용 물질 건조기 제조(농업용, 가정용 제외)"
292907__example4,292907,example,"건조기 제조(열식, 산업용)"
292907__example5,292907,example,절연 또는 보호 재료 피복기 제조
292907__example6,292907,example,공기 가습기 및 제습기 제조
292907__example7,292907,example,로프 또는 케이블 제조기 제조
292907__example8,292907,example,금속 세척기 제조
292907__example9,292907,example,폐기물 처리 기기 제조
292907__example10,292907,example,교반기 제조
292907__example11,292907,example,"아일레팅(eyeletting)기, 관상(튜우블러) 리베팅기 제조"
292907__example12,292907,example,자동 도어 작동기 제조
292907__example13,292907,example,자동 마그네틱 테이프 제조기 제조
292907__example14,292907,example,인쇄회로기판 표면실장용 기계(SMT 장비) 제조
292907__example15,292907,example,동위원소 분리기 제조
292907__example16,292907,example,디스플레이 유리 기판 제조용 기계 제조
292907__example17,292907,example,전자식 모의 훈련 기기(시뮬레이터) 제조
292907__example18,292907,example,펄프 제조 및 가공기 제조
292907__example19,292907,example,종이 제조 및 가공기 제조
292907__example20,292907,example,판지 제조 및 가공기 제조
292907__example21,292907,example,종이 완성 가공기 제조
292907__example22,292907,example,"종이, 판지제품 제조기 제조"
292907__xref0,292907,xref,산업용 가상현실 기기(운전교습용 등 각종 시뮬레이터) 제조
292907__xref1,292907,xref,"열간 유리, 도자기, 고무 및 플라스틱 성형기계 제조"
292907__xref2,292907,xref,전선 피복 가공기 제조
292907__xref3,292907,xref,볼링장 핀 자동 고정기 제조
292908__name0,292908,name,반도체 제조용 기계 제조업
292908__hier0,292908,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 반도체 및 디스플레이 제조용 기계 제조업
292908__example0,292908,example,반도체 조립용 장비 제조
292908__example1,292908,example,웨이퍼 식각 및 현상기계 제조
292908__example2,292908,example,포토 레지스터 현상 및 도포용 기계 제조
292909__name0,292909,name,디스플레이 제조용 기계 제조업
292909__hier0,292909,hier,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 반도체 및 디스플레이 제조용 기계 제조업
292909__example0,292909,example,디스플레이 패널 제조용 기계 제조
292909__example1,292909,example,디스플레이 조립용 기계 제조
293001__name0,293001,name,주방용 전기 기기 제조업
293001__hier0,293001,hier,제조업 > 전기장비 제조업 > 가정용 기기 제조업 > 가정용 전기 기기 제조업
293001__example0,293001,example,전기 보온밥솥 제조
293001__example1,293001,example,"가정용 냉장고, 냉동고 제조"
293001__example2,293001,example,접시 세척기 제조
293001__example3,293001,example,식품용 그라인더 및 과즙기 제조
293001__example4,293001,example,전기 토스터 제조
293001__example5,293001,example,전자 레인지 제조
293001__example6,293001,example,가정용 전기 오븐 제조
293001__xref0,293001,xref,전기식 또는 비전기식 가정용 보일러 및 난방기기 제조
293001__xref1,293001,xref,가정용 등 전기 기기 전열 저항체 제조
293001__xref2,293001,xref,가정용 버너 및 난로 제조
293001__xref3,293001,xref,가정용 냉장고 제조
293001__xref4,293001,xref,가정용 접시 세척기 제조
293001__xref5,293001,xref,가정용 식품 가공기계 제조
293001__xref6,293001,xref,"가정용 세탁기 및 건조기, 전기 다리미 제조"
293001__xref7,293001,xref,가정용 의복건조기 제조
293001__xref8,293001,xref,가정용 전기 가열기 및 건조기 제조
293002__name0,293002,name,기타 가정용 전기 기기 제조업
293002__hier0,293002,hier,제조업 > 전기장비 제조업 > 가정용 기기 제조업 > 가정용 전기 기기 제조업
293002__example0,293002,example,세탁기 제조
293002__example1,293002,example,의류 건조기 제조
293002__example2,293002,example,환풍기 제조
293002__example3,293002,example,선풍기 제조
293002__example4,293002,example,연탄 가스 배출기 제조
293002__example5,293002,example,가정용 살균 소독기 제조
293002__example6,293002,example,전기 다리미 제조
293002__example7,293002,example,진공 청소기 및 마루 광택기 제조
293002__example8,293002,example,전기 이발기 제조
293002__example9,293002,example,전기 미용기 제조
293002__example10,293002,example,전기 면도기 제조
293002__xref0,293002,xref,전기식 또는 비전기식 가정용 보일러 및 난방기기 제조
293002__xref1,293002,xref,가정용 등 전기 기기 전열 저항체 제조
293002__xref2,293002,xref,비의료용 전기 안마기 제조
293002__xref3,293002,xref,가정용 버너 및 난로 제조
293002__xref4,293002,xref,가정 및 사무실용 선풍기 제조
293002__xref5,293002,xref,가정용 식품 가공기계 제조
293002__xref6,293002,xref,"가정용 세탁기 및 건조기, 전기 다리미 제조"
293002__xref7,293002,xref,가정용 의복건조기 제조
293002__xref8,293002,xref,가정용 전기 가열기 및 건조기 제조
293004__name0,293004,name,가정용 비전기식 조리 및 난방 기구 제조업
293004__hier0,293004,hier,제조업 > 전기장비 제조업 > 가정용 기기 제조업 > 가정용 비전기식 조리 및 난방 기구 제조업
293004__example0,293004,example,비전기식 가정용 조리 또는 난방장치 제조
293004__xref0,293004,xref,전기식 또는 비전기식 가정용 보일러 및 난방기기 제조
293004__xref1,293004,xref,"가정용 비전기식 연소기, 풍로 및 난방기구 제조"
293004__xref2,293004,xref,가정용 버너 및 난로 제조
293004__xref3,293004,xref,가정용 식품 가공기계 제조
293004__xref4,293004,xref,"가정용 세탁기 및 건조기, 전기 다리미 제조"
293004__xref5,293004,xref,가정용 의복건조기 제조
293005__name0,293005,name,가정용 전기 난방기기 제조업
293005__hier0,293005,hier,제조업 > 전기장비 제조업 > 가정용 기기 제조업 > 가정용 전기 기기 제조업
293005__example0,293005,example,전기 모포 제조
293005__example1,293005,example,전기식 난방기 제조
293005__xref0,293005,xref,전기담요 제조
293005__xref1,293005,xref,전기식 또는 비전기식 가정용 보일러 및 난방기기 제조
293005__xref2,293005,xref,가정용 등 전기 기기 전열 저항체 제조
293005__xref3,293005,xref,가정용 버너 및 난로 제조
293005__xref4,293005,xref,가정용 식품 가공기계 제조
293005__xref5,293005,xref,"가정용 세탁기 및 건조기, 전기 다리미 제조"
293005__xref6,293005,xref,가정용 의복건조기 제조
293005__xref7,293005,xref,가정용 전기 가열기 및 건조기 제조
300100__name0,300100,name,컴퓨터 제조업
300100__hier0,300100,hier,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 컴퓨터 및 주변 장치 제조업 > 컴퓨터 제조업"
300100__example0,300100,example,탁상용(데스크톱) PC 제조
300100__example1,300100,example,노트북 PC 제조
300100__example2,300100,example,워크스테이션 제조
300100__example3,300100,example,중형 및 대형 컴퓨터 제조
300100__example4,300100,example,컴퓨터 중앙 자료처리 장치 제조
300100__example5,300100,example,휴대용 소형 컴퓨터(PDA) 제조
300100__xref0,300100,xref,산업용 컴퓨터 제조
300100__xref1,300100,xref,컴퓨터 및 그 주변 기기 제조
300101__name0,300101,name,기타 주변 기기 제조업
300101__hier0,300101,hier,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 컴퓨터 및 주변 장치 제조업 > 기억 장치 및 주변 기기 제조업"
300101__example0,300101,example,스캐너 제조
300101__example1,300101,example,마우스 제조
300101__example2,300101,example,컴퓨터용 자판 제조
300101__example3,300101,example,자료 전사기 제조
300101__example4,300101,example,스마트 카드 리더 제조
300101__example5,300101,example,바코드 리더 제조
300101__xref0,300101,xref,컴퓨터 및 그 주변 기기 제조
300102__name0,300102,name,기억 장치 제조업
300102__hier0,300102,hier,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 컴퓨터 및 주변 장치 제조업 > 기억 장치 및 주변 기기 제조업"
300102__example0,300102,example,CD 드라이브 제조
300102__example1,300102,example,광 디스크 드라이브 제조
300102__example2,300102,example,보조 기억장치 제조
300102__example3,300102,example,하드 디스크 드라이브 제조
300102__example4,300102,example,USB 제조
300102__example5,300102,example,주 기억 장치(RAM 및 ROM) 제조
300102__xref0,300102,xref,컴퓨터 및 그 주변 기기 제조
300103__name0,300103,name,컴퓨터 모니터 제조업
300103__hier0,300103,hier,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 컴퓨터 및 주변 장치 제조업 > 기억 장치 및 주변 기기 제조업"
300103__example0,300103,example,LCD 모니터 제조
300103__example1,300103,example,OLED 모니터 제조
300103__example2,300103,example,CRT 모니터 제조
300103__xref0,300103,xref,컴퓨터 모니터 제조
300103__xref1,300103,xref,컴퓨터 및 그 주변 기기 제조
300104__name0,300104,name,컴퓨터 프린터 제조업
300104__hier0,300104,hier,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 컴퓨터 및 주변 장치 제조업 > 기억 장치 및 주변 기기 제조업"
300104__example0,300104,example,레이저 프린터 제조
300104__example1,300104,example,잉크제트 프린터 제조
300104__xref0,300104,xref,컴퓨터 및 그 주변 기기 제조
300201__name0,300201,name,사무용 기계 및 장비 제조업
300201__hier0,300201,hier,제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 사무용 기계 및 장비 제조업
300201__example0,300201,example,사진식 복사기 제조
300201__example1,300201,example,열식 복사기 제조
300201__example2,300201,example,건식 복사기 제조
300201__example3,300201,example,습식 복사기 제조
300201__example4,300201,example,금전 등록기 제조
300201__example5,300201,example,우편요금 계기 제조
300201__example6,300201,example,표권 발행기 제조
300201__example7,300201,example,타자기 제조
300201__example8,300201,example,워드프로세싱기 제조
300201__example9,300201,example,등사기 제조(사무실용)
300201__example10,300201,example,"화폐 분류기, 계산기 및 포장기 제조"
300201__example11,300201,example,주소 인쇄기 제조
300201__example12,300201,example,연필 깎는 기계 제조
300201__example13,300201,example,천공기 제조(사무실용)
300201__example14,300201,example,우편물 처리기 제조
300201__example15,300201,example,전자계산기 제조
300201__example16,300201,example,칠판 제조
300201__example17,300201,example,현금 지급기 제조
300202__name0,300202,name,사무용 기계 및 장비 제조업
300202__hier0,300202,hier,제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 사무용 기계 및 장비 제조업
300202__desc0,300202,desc,복사기(사진식 등)
300202__example0,300202,example,사진식 복사기 제조
300202__example1,300202,example,열식 복사기 제조
300202__example2,300202,example,건식 복사기 제조
300202__example3,300202,example,습식 복사기 제조
300202__example4,300202,example,금전 등록기 제조
300202__example5,300202,example,우편요금 계기 제조
300202__example6,300202,example,표권 발행기 제조
300202__example7,300202,example,타자기 제조
300202__example8,300202,example,워드프로세싱기 제조
300202__example9,300202,example,등사기 제조(사무실용)
300202__example10,300202,example,"화폐 분류기, 계산기 및 포장기 제조"
300202__example11,300202,example,주소 인쇄기 제조
300202__example12,300202,example,연필 깎는 기계 제조
300202__example13,300202,example,천공기 제조(사무실용)
300202__example14,300202,example,우편물 처리기 제조
300202__example15,300202,example,전자계산기 제조
300202__example16,300202,example,칠판 제조
300202__example17,300202,example,현금 지급기 제조
311001__name0,311001,name,"전자코일, 변성기 및 기타 전자 유도자 제조업"
311001__hier0,311001,hier,"제조업 > 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 > 전자 부품 제조업 > 기타 전자 부품 제조업"
311001__example0,311001,example,전자 변성기 제조
311001__example1,311001,example,전자 주파수 변환용 전자 코일 제조
311001__example2,311001,example,전자 유도자 제조
311001__example3,311001,example,음성 주파수 변환용 전자 코일 제조
311001__xref0,311001,xref,"전자 변성기, 전자 코일 및 유도자 제조"
311001__xref1,311001,xref,전자시계용 전자 부품 제조
311001__xref2,311001,xref,전자 기기용의 전자 변성기 제조
311001__xref3,311001,xref,전자기기용 전자 접속장치 제조
311002__name0,311002,name,전동기 및 발전기 제조업
311002__hier0,311002,hier,"제조업 > 전기장비 제조업 > 전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업 > 전동기, 발전기 및 전기 변환장치 제조업"
311002__example0,311002,example,전동기 제조
311002__example1,311002,example,발전장치 제조
311002__example2,311002,example,직류 발전기 제조
311002__example3,311002,example,교류
311002__example4,311002,example,직류 겸용 전동기 제조
311002__example5,311002,example,태양광 발전장치 제조
311002__xref0,311002,xref,전기 모터 제조
311003__name0,311003,name,변압기 제조업
311003__hier0,311003,hier,"제조업 > 전기장비 제조업 > 전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업 > 전동기, 발전기 및 전기 변환장치 제조업"
311003__example0,311003,example,전압 조정기 제조
311003__example1,311003,example,변압기 및 부분품 제조
311003__xref0,311003,xref,전기 기기용 전압 조정기(변압기) 제조
311003__xref1,311003,xref,전기 모터 제조
311004__name0,311004,name,기타 전기 변환장치 제조업
311004__hier0,311004,hier,"제조업 > 전기장비 제조업 > 전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업 > 전동기, 발전기 및 전기 변환장치 제조업"
311004__desc0,311004,desc,방전 램프용 안정기
311004__example0,311004,example,건전지 충전장치 제조
311004__example1,311004,example,배터리 충전기 제조
311004__example2,311004,example,컨버터 제조
311004__example3,311004,example,파워팩 제조
311004__example4,311004,example,인버터 제조
311004__example5,311004,example,어댑터 제조
311004__example6,311004,example,무정전 전원장치 제조
311004__example7,311004,example,전기 유도자 제조
311004__example8,311004,example,전류 조절기 제조
311004__example9,311004,example,방전 램프용 안정기 제조
311004__xref0,311004,xref,방전램프용 안정기 제조
311004__xref1,311004,xref,전기 모터 제조
311005__name0,311005,name,에너지 저장장치 제조업
311005__hier0,311005,hier,"제조업 > 전기장비 제조업 > 전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업 > 전동기, 발전기 및 전기 변환장치 제조업"
311005__example0,311005,example,ESS(Energy Storage System) 제조
311005__xref0,311005,xref,전기 모터 제조
311006__name0,311006,name,기타 전기 변환장치 제조업
311006__hier0,311006,hier,"제조업 > 전기장비 제조업 > 전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업 > 전동기, 발전기 및 전기 변환장치 제조업"
311006__example0,311006,example,건전지 충전장치 제조
311006__example1,311006,example,배터리 충전기 제조
311006__example2,311006,example,컨버터 제조
311006__example3,311006,example,파워팩 제조
311006__example4,311006,example,인버터 제조
311006__example5,311006,example,어댑터 제조
311006__example6,311006,example,무정전 전원장치 제조
311006__example7,311006,example,전기 유도자 제조
311006__example8,311006,example,전류 조절기 제조
311006__example9,311006,example,방전 램프용 안정기 제조
311006__xref0,311006,xref,방전램프용 안정기 제조
311006__xref1,311006,xref,전기 모터 제조
312000__name0,312000,name,배전반 및 전기 자동제어반 제조업
312000__hier0,312000,hier,"제조업 > 전기장비 제조업 > 전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업 > 전기 공급 및 제어장치 제조업"
312000__example0,312000,example,교류(AC) 및 직류(DC) 드라이브 제조
312000__example1,312000,example,모터 시동 및 속도 조정기 제조
312000__example2,312000,example,전기 제어기 부분품 제조
312000__example3,312000,example,배전기 부분품 제조
312000__example4,312000,example,수치 제어반 제조
312000__example5,312000,example,PLC(프로그램 내장 컨트롤러) 제조
312000__example6,312000,example,"배전기가 장착된 보드, 콘솔, 캐비닛 등 제조"
312000__xref0,312000,xref,스위치와 접속자만 결합된 배전반 제조
312000__xref1,312000,xref,전기 모터 제조
312001__name0,312001,name,"전기회로 개폐, 보호 장치 제조업"
312001__hier0,312001,hier,"제조업 > 전기장비 제조업 > 전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업 > 전기 공급 및 제어장치 제조업"
312001__example0,312001,example,서지 억제기 제조
312001__example1,312001,example,계전기 제조
312001__example2,312001,example,전력 차단기 제조
312001__example3,312001,example,퓨즈 제조
312001__example4,312001,example,피뢰기 제조
312001__example5,312001,example,스위치 제조
312001__xref0,312001,xref,스위치와 접속자만 결합된 배전반 제조
312001__xref1,312001,xref,전기 모터 제조
312002__name0,312002,name,전기회로 접속장치 제조업
312002__hier0,312002,hier,"제조업 > 전기장비 제조업 > 전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업 > 전기 공급 및 제어장치 제조업"
312002__example0,312002,example,전기 커넥터 제조
312002__example1,312002,example,전기 터미널 제조
312002__example2,312002,example,플러그와 잭 제조
312002__example3,312002,example,소켓 제조
312002__example4,312002,example,램프 홀더(소켓) 제조
312002__example5,312002,example,전기 접속자 제조(기기용)
312002__xref0,312002,xref,스위치와 접속자만 결합된 배전반 제조
312002__xref1,312002,xref,전기 모터 제조
313001__name0,313001,name,기타 절연선 및 케이블 제조업
313001__hier0,313001,hier,제조업 > 전기장비 제조업 > 절연선 및 케이블 제조업 > 절연선 및 케이블 제조업
313001__example0,313001,example,절연 금속선 제조
313001__example1,313001,example,절연 금속 케이블 제조
313001__xref0,313001,xref,절연 금속선 및 케이블 제조
313002__name0,313002,name,절연 코드세트 및 기타 도체 제조업
313002__hier0,313002,hier,제조업 > 전기장비 제조업 > 절연선 및 케이블 제조업 > 절연선 및 케이블 제조업
313002__example0,313002,example,코드 세트 제조
313002__example1,313002,example,접속자가 부착된 전선 제조
313002__example2,313002,example,절연대 제조
313002__example3,313002,example,전기 절연 도체 제조(기기용)
313002__example4,313002,example,와이어 하니스 제조(비자동차용)
313002__xref0,313002,xref,절연선 및 케이블을 절단 가공하여 코드 세트를 제조
313003__name0,313003,name,광섬유 케이블 제조업
313003__hier0,313003,hier,제조업 > 전기장비 제조업 > 절연선 및 케이블 제조업 > 절연선 및 케이블 제조업
313003__example0,313003,example,절연 광섬유 케이블 제조
313003__example1,313003,example,절연 피복 광섬유 제조
313003__xref0,313003,xref,광섬유 케이블 제조
314000__name0,314000,name,운송장비용 이차전지 제조업
314000__name1,314000,name,기타 이차전지 제조업
314000__hier0,314000,hier,제조업 > 전기장비 제조업 > 일차전지 및 이차전지 제조업 > 일차전지 및 이차전지 제조업
314000__ksic0,314000,ksic,"운송장비용 이차전지 제조업, 기타 이차전지 제조업"
314000__example0,314000,example,"운송장비용 리튬 (이온, 폴리머) 이온 이차전지 제조"
314000__example1,314000,example,운송장비용 니켈 카드뮴 전지 제조
